Nakamurella endophytica	1748367	GCA_014646215.1
Nakamurella lactea	459515	GCA_000426645.1
Nakamurella multipartita	53461	GCA_000024365.1
Nakamurella panacisegetis	1090615	GCA_900104535.1
Nakamurella silvestris	1645681	GCA_003576535.1
Sporichthya polymorpha	35751	GCA_000384115.1
Glycomyces arizonensis	256035	GCA_000482705.1
Glycomyces artemisiae	1076443	GCA_003002955.1
Glycomyces harbinensis	58114	GCA_900101745.1
Glycomyces sambucus	380244	GCA_900102815.1
Glycomyces tenuis	58116	GCA_000427885.1
Glycomyces xiaoerkulensis	2038139	GCA_002798405.1
Haloglycomyces albus	526067	GCA_000527155.1
Kineococcus aurantiacus	37633	GCA_013409345.1
Kineococcus radiotolerans	131568	GCA_000017305.1
Kineococcus rhizosphaerae	559628	GCA_003002055.1
Kineococcus xinjiangensis	512762	GCA_002934625.1
Kineosporia aurantiaca	49185	GCA_000719025.1
Pseudokineococcus lusitanus	763993	GCA_003751265.1
Pseudokineococcus marinus	351215	GCA_013004605.1
Quadrisphaera granulorum	317664	GCA_003149145.1
Beutenbergia cavernae	84757	GCA_000023105.1
Miniimonas arenae	676201	GCA_006351005.1
Salana multivorans	120377	GCA_003751805.1
Serinibacter salmoneus	556530	GCA_002563925.1
Bogoriella caseilytica	56055	GCA_003752405.1
Georgenia muralis	154117	GCA_003814705.1
Georgenia ruanii	348442	GCA_009193175.1
Georgenia satyanarayanai	860221	GCA_009193135.1
Georgenia soli	638953	GCA_002563695.1
Georgenia subflava	1622177	GCA_009193155.1
Georgenia thermotolerans	527326	GCA_009193185.1
Brevibacterium album	417948	GCA_000426445.1
Brevibacterium antiquum	234835	GCA_900169145.1
Brevibacterium aurantiacum	273384	GCA_900169065.1
Brevibacterium casei	33889	GCA_900169275.1
Brevibacterium celere	225845	GCA_003315415.1
Brevibacterium epidermidis	1698	GCA_001570805.1
Brevibacterium iodinum	31943	GCA_900169265.1
Brevibacterium jeotgali	1262550	GCA_900169175.1
Brevibacterium linens	1703	GCA_900169165.1
Brevibacterium luteolum	199591	GCA_013359525.1
Brevibacterium marinum	418643	GCA_011927955.1
Brevibacterium mcbrellneri	53363	GCA_000178455.1
Brevibacterium oceani	358099	GCA_013623835.1
Brevibacterium permense	234834	GCA_013280495.1
Brevibacterium ravenspurgense	479117	GCA_001584615.1
Brevibacterium sandarakinum	629680	GCA_900105045.1
Brevibacterium sediminis	1857024	GCA_013623905.1
Brevibacterium senegalense	1033736	GCA_000285835.2
Brevibacterium siliguriense	1136497	GCA_900105315.1
Brevibacterium yomogidense	946573	GCA_900163715.1
Sediminivirga luteola	1774748	GCA_014639315.1
Spelaeicoccus albus	1280376	GCA_013409065.1
Actinotalea fermentans	43671	GCA_000767215.1
Actinotalea ferrariae	1386098	GCA_000603945.1
Cellulomonas aerilata	515326	GCA_007991755.1
Cellulomonas biazotea	1709	GCA_004306155.1
Cellulomonas bogoriensis	301388	GCA_000767165.1
Cellulomonas carbonis	1386092	GCA_014636275.1
Cellulomonas cellasea	43670	GCA_006538745.1
Cellulomonas composti	266130	GCA_007990245.1
Cellulomonas denverensis	264297	GCA_012396125.1
Cellulomonas fimi	1708	GCA_012952065.1
Cellulomonas flavigena	1711	GCA_000092865.1
Cellulomonas gelida	1712	GCA_006538725.1
Cellulomonas gilvus	11	GCA_000218545.1
Cellulomonas hominis	156981	GCA_013409475.1
Cellulomonas humilata	144055	GCA_013359775.1
Cellulomonas iranensis	76862	GCA_001552375.1
Cellulomonas marina	988821	GCA_900111925.1
Cellulomonas massiliensis	1465811	GCA_000312005.1
Cellulomonas oligotrophica	931536	GCA_006386485.1
Cellulomonas persica	76861	GCA_007989825.1
Cellulomonas soli	931535	GCA_013409305.1
Cellulomonas terrae	311234	GCA_007990265.1
Cellulomonas uda	1714	GCA_006538705.1
Cellulomonas xylanilytica	233583	GCA_007989805.1
Oerskovia enterophila	43678	GCA_001692445.1
Oerskovia turbata	1713	GCA_000718325.1
Paraoerskovia marina	545619	GCA_000701465.1
Pseudactinotalea suaedae	1524924	GCA_009733815.1
Sediminihabitans luteus	1138585	GCA_002797595.1
Demequina aestuarii	327095	GCA_000975095.1
Demequina aurantiaca	676200	GCA_000975135.1
Demequina flava	1095025	GCA_000975035.1
Demequina globuliformis	676202	GCA_000975155.1
Demequina lutea	431489	GCA_003246255.1
Demequina oxidasica	676199	GCA_000975115.1
Demequina pelophila	1638984	GCA_000971175.1
Demequina salsinemoris	577470	GCA_000974805.1
Demequina sediminicola	1095026	GCA_000975055.1
Brachybacterium alimentarium	47845	GCA_002332425.1
Brachybacterium aquaticum	1432564	GCA_014204755.1
Brachybacterium endophyticum	2182385	GCA_003130585.1
Brachybacterium faecium	43669	GCA_000023405.1
Brachybacterium ginsengisoli	1331682	GCA_002407065.1
Brachybacterium massiliense	1755098	GCA_900184245.1
Brachybacterium muris	219301	GCA_000338055.1
Brachybacterium nesterenkovii	47847	GCA_900163655.1
Brachybacterium paraconglomeratum	173362	GCA_003994255.1
Brachybacterium phenoliresistens	396014	GCA_000576425.1
Brachybacterium saurashtrense	556288	GCA_003355475.1
Brachybacterium squillarum	661979	GCA_000225825.2
Devriesea agamarum	472569	GCA_900070355.1
Helcobacillus massiliensis	521392	GCA_014191425.1
Allobranchiibius huperziae	1874116	GCA_013410455.1
Barrientosiimonas humi	999931	GCA_006716095.1
Branchiibius hedensis	672460	GCA_900108585.1
Calidifontibacter indicus	419650	GCA_003386865.1
Demetria terragena	63959	GCA_000376825.1
Dermacoccus abyssi	322596	GCA_003515945.1
Dermacoccus nishinomiyaensis	1274	GCA_900447535.1
Flexivirga endophytica	1849103	GCA_014640635.1
Flexivirga oryzae	1794944	GCA_014190805.1
Luteipulveratus halotolerans	1631356	GCA_001247745.1
Luteipulveratus mongoliensis	571913	GCA_001190945.1
Rudaeicoccus suwonensis	657409	GCA_007829035.1
Yimella lutea	587872	GCA_006715095.1
Austwickia chelonae	100225	GCA_003391095.1
Dermatophilus congolensis	1863	GCA_900447215.1
Kineosphaera limosa	111564	GCA_000298215.1
Mobilicoccus pelagius	746032	GCA_000247995.2
Piscicoccus intestinalis	746033	GCA_001515525.1
Arsenicicoccus bolidensis	229480	GCA_000426385.1
Humibacillus xanthopallidus	412689	GCA_006717145.1
Intrasporangium calvum	53358	GCA_000184685.1
Intrasporangium oryzae	412687	GCA_000576595.1
Janibacter alkaliphilus	1069963	GCA_013408565.1
Janibacter anophelis	319054	GCA_001570945.1
Janibacter corallicola	415212	GCA_001570965.1
Janibacter cremeus	1285192	GCA_013409205.1
Janibacter hoylei	364298	GCA_000297495.1
Janibacter indicus	857417	GCA_900176385.1
Janibacter limosus	53458	GCA_004295485.1
Janibacter melonis	262209	GCA_003721155.4
Janibacter terrae	103817	GCA_001591405.1
Knoellia aerolata	442954	GCA_000768695.1
Knoellia flava	913969	GCA_000768675.1
Knoellia locipacati	882824	GCA_007992835.1
Knoellia sinensis	136100	GCA_000768705.1
Knoellia subterranea	184882	GCA_000768685.1
Kribbia dieselivorans	331526	GCA_001552435.1
Lapillicoccus jejuensis	402171	GCA_006715055.1
Marihabitans asiaticum	415218	GCA_007828725.1
Ornithinibacter aureus	622664	GCA_009858245.1
Ornithinicoccus halotolerans	1748220	GCA_009602535.1
Ornithinicoccus hortensis	82346	GCA_006716185.1
Ornithinimicrobium flavum	1288636	GCA_004526345.1
Ornithinimicrobium humiphilum	125288	GCA_006716885.1
Ornithinimicrobium pekingense	384677	GCA_000421185.1
Ornithinimicrobium tianjinense	1195761	GCA_014636495.1
Oryzihumus leptocrescens	297536	GCA_006716205.1
Serinicoccus chungangensis	767452	GCA_006337125.1
Serinicoccus marinus	247333	GCA_008386315.1
Serinicoccus profundi	1078471	GCA_008001015.1
Terrabacter aerolatus	422442	GCA_007991735.1
Terrabacter lapilli	436231	GCA_006717025.1
Terrabacter tumescens	60443	GCA_014646815.1
Terracoccus luteus	53356	GCA_003635045.1
Tetrasphaera elongata	101689	GCA_000367525.2
Tetrasphaera jenkinsii	330834	GCA_001046875.1
Jonesia denitrificans	43674	GCA_000024065.1
Jonesia quinghaiensis	262806	GCA_000423205.1
Agreia bicolorata	110935	GCA_000938265.1
Agreia pratensis	150121	GCA_900177685.1
Agrococcus baldri	153730	GCA_900114805.1
Agrococcus carbonis	684552	GCA_900104705.1
Agrococcus casei	343512	GCA_900163565.1
Agrococcus jejuensis	399736	GCA_900099705.1
Agrococcus jenensis	46353	GCA_003752465.1
Agrococcus lahaulensis	341722	GCA_004022445.1
Agrococcus terreus	574649	GCA_014645235.1
Agromyces albus	205332	GCA_004134825.1
Agromyces allii	393607	GCA_009749385.1
Agromyces atrinae	592376	GCA_013407835.1
Agromyces aureus	453304	GCA_001660485.1
Agromyces bauzanensis	1308924	GCA_014645655.1
Agromyces binzhouensis	1817495	GCA_004135055.1
Agromyces bracchium	88376	GCA_009709675.1
Agromyces cerinus	33878	GCA_900142065.1
Agromyces flavus	589382	GCA_900104685.1
Agromyces fucosus	41985	GCA_004134865.1
Agromyces hippuratus	286438	GCA_013410355.1
Agromyces italicus	279572	GCA_000421545.1
Agromyces lapidis	279574	GCA_009749405.1
Agromyces luteolus	88373	GCA_009729855.1
Agromyces mediolanus	41986	GCA_014648575.1
Agromyces ramosus	33879	GCA_004216665.1
Agromyces salentinus	269421	GCA_009749395.1
Agromyces subbeticus	293890	GCA_000421565.1
Agromyces terreus	424795	GCA_009749465.1
Alpinimonas psychrophila	748908	GCA_014137865.1
Amnibacterium kyonggiense	595671	GCA_004364555.1
Aurantimicrobium minutum	708131	GCA_002355535.1
Chryseoglobus frigidaquae	424758	GCA_014200395.1
Clavibacter michiganensis	28447	GCA_002931175.1
Cnuibacter physcomitrellae	1619308	GCA_014640535.1
Compostimonas suwonensis	1048394	GCA_002797855.1
Conyzicola lurida	1172621	GCA_014204935.1
Conyzicola nivalis	1477021	GCA_014639655.1
Cryobacterium arcticum	670052	GCA_003185895.1
Cryobacterium flavum	1424659	GCA_900103805.1
Cryobacterium levicorallinum	995038	GCA_004402405.1
Cryobacterium luteum	1424661	GCA_900110125.1
Cryobacterium mesophilum	433647	GCA_014200375.1
Cryobacterium psychrophilum	41988	GCA_004365915.1
Cryobacterium psychrotolerans	386301	GCA_900101115.1
Cryobacterium roopkundense	1001240	GCA_014200405.1
Curtobacterium ammoniigenes	395387	GCA_001571045.1
Curtobacterium citreum	2036	GCA_006715175.1
Curtobacterium flaccumfaciens	2035	GCA_011759505.1
Curtobacterium luteum	33881	GCA_001475545.1
Curtobacterium pusillum	69373	GCA_002025645.1
Diaminobutyricibacter tongyongensis	1268043	GCA_010686705.1
Diaminobutyricimonas aerilata	1162967	GCA_002797715.1
Frigoribacterium endophyticum	1522176	GCA_011759585.1
Frigoribacterium faeni	145483	GCA_007988805.1
Frondihabitans australicus	386892	GCA_003634555.1
Galbitalea soli	1268042	GCA_010686725.1
Glaciibacter superstes	501023	GCA_000421145.1
Glaciihabitans tibetensis	1266600	GCA_003003265.1
Gryllotalpicola ginsengisoli	444608	GCA_000419445.1
Gulosibacter chungangensis	979746	GCA_008831155.1
Gulosibacter molinativorax	256821	GCA_000425685.1
Herbiconiux flava	881268	GCA_013409865.1
Herbiconiux ginsengi	381665	GCA_900107435.1
Herbiconiux solani	661329	GCA_001571005.1
Homoserinimonas aerilata	1162970	GCA_006716125.1
Humibacter albus	427754	GCA_000421825.1
Klugiella xanthotipulae	244735	GCA_006716695.1
Labedella endophytica	1523160	GCA_003990045.1
Labedella gwakjiensis	390269	GCA_003014675.1
Leifsonia aquatica	144185	GCA_014190775.1
Leifsonia psychrotolerans	670054	GCA_013410665.1
Leifsonia shinshuensis	150026	GCA_013410375.1
Leifsonia soli	582665	GCA_013408745.1
Leifsonia xyli	1575	GCA_003243275.1
Leucobacter aridicollis	283878	GCA_013409595.1
Leucobacter celer	668625	GCA_001273835.1
Leucobacter chironomi	491918	GCA_000421845.1
Leucobacter chromiireducens	283877	GCA_003917135.1
Leucobacter chromiiresistens	1079994	GCA_900102345.1
Leucobacter denitrificans	683042	GCA_014396385.1
Leucobacter komagatae	55969	GCA_000834055.1
Leucobacter luti	340320	GCA_004217175.1
Leucobacter massiliensis	1686285	GCA_002982315.1
Leucobacter salsicius	664638	GCA_000350525.1
Leucobacter triazinivorans	1784719	GCA_004208635.1
Marisediminicola antarctica	674079	GCA_009930795.1
Microbacterium aerolatum	153731	GCA_007988825.1
Microbacterium agarici	630514	GCA_002563955.1
Microbacterium amylolyticum	936337	GCA_011046975.1
Microbacterium arborescens	33883	GCA_003339645.1
Microbacterium aurum	36805	GCA_001974985.1
Microbacterium azadirachtae	582680	GCA_000956505.1
Microbacterium barkeri	33917	GCA_000299315.2
Microbacterium chocolatum	84292	GCA_001652465.1
Microbacterium enclense	993073	GCA_004022425.1
Microbacterium endophyticum	1526412	GCA_011047135.1
Microbacterium esteraromaticum	57043	GCA_013408055.1
Microbacterium faecale	1804630	GCA_014640975.1
Microbacterium foliorum	104336	GCA_006385575.1
Microbacterium ginsengiterrae	546115	GCA_014205075.1
Microbacterium gubbeenense	159896	GCA_000422745.1
Microbacterium halimionae	1526413	GCA_011761265.1
Microbacterium halotolerans	246613	GCA_003569805.1
Microbacterium hatanonis	404366	GCA_008017415.1
Microbacterium hominis	162426	GCA_013282805.1
Microbacterium humi	640635	GCA_900105715.1
Microbacterium hydrocarbonoxydans	273678	GCA_900105205.1
Microbacterium hydrothermale	857427	GCA_004854025.1
Microbacterium immunditiarum	337480	GCA_013409785.1
Microbacterium indicum	358100	GCA_000422385.1
Microbacterium invictum	515415	GCA_014197265.1
Microbacterium ketosireducens	92835	GCA_000956575.1
Microbacterium kitamiense	76884	GCA_002872075.1
Microbacterium kyungheense	1263636	GCA_006783905.1
Microbacterium lacticum	33885	GCA_006716815.1
Microbacterium lacus	415217	GCA_002812805.1
Microbacterium laevaniformans	36807	GCA_001584605.1
Microbacterium lemovicicum	1072463	GCA_003991875.1
Microbacterium luticocti	451764	GCA_000422405.1
Microbacterium mangrovi	1348253	GCA_000802305.1
Microbacterium marinum	421115	GCA_014204835.1
Microbacterium maritypicum	300020	GCA_008868125.1
Microbacterium mitrae	664640	GCA_008017445.1
Microbacterium murale	1081040	GCA_014635185.1
Microbacterium nanhaiense	1301026	GCA_014646015.1
Microbacterium oleivorans	273677	GCA_001691565.1
Microbacterium oryzae	743009	GCA_009735645.1
Microbacterium oxydans	82380	GCA_000956525.1
Microbacterium paludicola	300019	GCA_004569265.1
Microbacterium paraoxydans	199592	GCA_900105335.1
Microbacterium profundi	450380	GCA_000763375.1
Microbacterium proteolyticum	1572644	GCA_014192415.1
Microbacterium pseudoresistens	640634	GCA_013409745.1
Microbacterium pumilum	344165	GCA_013409465.1
Microbacterium pygmaeum	370764	GCA_900100885.1
Microbacterium radiodurans	661398	GCA_008710705.1
Microbacterium resistens	156977	GCA_001552355.1
Microbacterium rhizomatis	1631477	GCA_008710745.1
Microbacterium saccharophilum	1213358	GCA_007992455.1
Microbacterium saperdae	69368	GCA_006716345.1
Microbacterium sediminis	904291	GCA_004564075.1
Microbacterium sorbitolivorans	1867410	GCA_003327285.1
Microbacterium telephonicum	1714841	GCA_003651225.1
Microbacterium testaceum	2033	GCA_003075375.1
Microbacterium thalassium	362649	GCA_014208045.1
Microbacterium trichothecenolyticum	69370	GCA_003386735.1
Microbacterium ulmi	179095	GCA_011759705.1
Microbacterium yannicii	671622	GCA_000304335.1
Microcella alkaliphila	279828	GCA_002355395.1
Microcella putealis	337005	GCA_004216575.1
Microterricola pindariensis	478010	GCA_002936985.1
Microterricola viridarii	412690	GCA_900104895.1
Mycetocola manganoxydans	699879	GCA_003667545.1
Mycetocola miduiensis	995034	GCA_900115155.1
Mycetocola reblochoni	331618	GCA_900163835.1
Mycetocola saprophilus	76636	GCA_000718085.1
Mycetocola tolaasinivorans	76635	GCA_003667565.1
Mycetocola zhadangensis	1164595	GCA_003668565.1
Okibacterium fritillariae	123320	GCA_900167575.1
Plantibacter flavus	150123	GCA_900177615.1
Pontimonas salivibrio	1159327	GCA_002950575.1
Pseudoclavibacter alba	272241	GCA_001570905.1
Pseudoclavibacter caeni	908846	GCA_008831125.1
Pseudoclavibacter chungangensis	587635	GCA_013410545.1
Pseudoclavibacter endophyticus	1778590	GCA_008831085.1
Pseudoclavibacter helvolus	255205	GCA_014191305.1
Pseudoclavibacter soli	452623	GCA_000423505.1
Pseudoclavibacter terrae	1530195	GCA_008831075.1
Rathayibacter caricis	110936	GCA_003044275.1
Rathayibacter festucae	110937	GCA_004011135.1
Rathayibacter iranicus	59737	GCA_003149025.1
Rathayibacter rathayi	33887	GCA_004011095.1
Rathayibacter toxicus	145458	GCA_000425325.1
Rathayibacter tritici	33888	GCA_002932875.1
Rhodoglobus vestalii	193384	GCA_006788895.1
Rhodoluna lacicola	529884	GCA_000699505.1
Salinibacterium amurskyense	205941	GCA_002797685.1
Salinibacterium xinjiangense	386302	GCA_014645015.1
Schumannella luteola	472059	GCA_013408685.1
Subtercola boreus	120213	GCA_003399645.1
Subtercola vilae	2056433	GCA_004923255.1
Yonghaparkia alkaliphila	355930	GCA_014137945.1
Acaricomes phytoseiuli	291968	GCA_000376245.1
Arthrobacter agilis	37921	GCA_006494655.1
Arthrobacter alpinus	656366	GCA_900105965.1
Arthrobacter castelli	271431	GCA_000430705.1
Arthrobacter citreus	1670	GCA_013200995.1
Arthrobacter crystallopoietes	37928	GCA_002849715.1
Arthrobacter cupressi	1045773	GCA_900099975.1
Arthrobacter echini	1529066	GCA_008107445.1
Arthrobacter enclensis	993070	GCA_001457025.1
Arthrobacter gandavensis	169960	GCA_009192735.1
Arthrobacter globiformis	1665	GCA_003261175.1
Arthrobacter koreensis	199136	GCA_009193255.1
Arthrobacter liuii	1476996	GCA_014639275.1
Arthrobacter livingstonensis	670078	GCA_003219815.1
Arthrobacter luteolus	98672	GCA_001552075.1
Arthrobacter oryzae	409290	GCA_003725815.1
Arthrobacter pigmenti	271432	GCA_011927905.1
Arthrobacter pityocampae	547334	GCA_002927275.1
Arthrobacter psychrochitiniphilus	291045	GCA_003185915.1
Arthrobacter psychrolactophilus	92442	GCA_003219795.1
Arthrobacter rhombi	71253	GCA_900163545.1
Arthrobacter saudimassiliensis	1461584	GCA_900016675.1
Arthrobacter subterraneus	335973	GCA_900099735.1
Arthrobacter woluwensis	156980	GCA_900105345.1
Auritidibacter ignavus	678932	GCA_003703835.1
Citricoccus muralis	169134	GCA_003386075.1
Citricoccus zhacaiensis	489142	GCA_014645315.1
Enteractinococcus coprophilus	1027633	GCA_006716305.1
Glutamicibacter ardleyensis	225894	GCA_014644555.1
Glutamicibacter arilaitensis	256701	GCA_000197735.1
Glutamicibacter creatinolyticus	162496	GCA_006094275.1
Glutamicibacter halophytocola	1933880	GCA_001302565.1
Glutamicibacter nicotianae	37929	GCA_006539525.1
Glutamicibacter protophormiae	37930	GCA_014647495.1
Glutamicibacter soli	453836	GCA_003309065.1
Glutamicibacter uratoxydans	43667	GCA_006539925.1
Haematomicrobium sanguinis	479106	GCA_000688395.1
Kocuria carniphila	262208	GCA_004136555.1
Kocuria dechangensis	1176249	GCA_014636775.1
Kocuria flava	446860	GCA_001482365.1
Kocuria marina	223184	GCA_000786655.1
Kocuria palustris	71999	GCA_007666205.1
Kocuria polaris	136273	GCA_001483755.1
Kocuria rhizophila	72000	GCA_003667225.1
Kocuria rosea	1275	GCA_006094695.1
Kocuria salsicia	664639	GCA_007681555.1
Kocuria subflava	1736139	GCA_014652755.1
Kocuria turfanensis	388357	GCA_001580365.1
Kocuria varians	1272	GCA_006539885.1
Micrococcus cohnii	993416	GCA_014205175.1
Micrococcus endophyticus	455343	GCA_014205115.1
Micrococcus flavus	384602	GCA_014204815.1
Micrococcus luteus	1270	GCA_000023205.1
Micrococcus lylae	1273	GCA_001570885.1
Micrococcus terreus	574650	GCA_900116905.1
Neomicrococcus aestuarii	556325	GCA_014201135.1
Neomicrococcus lactis	732241	GCA_014200305.1
Nesterenkonia alba	515814	GCA_000421745.1
Nesterenkonia alkaliphila	1463631	GCA_009758175.1
Nesterenkonia aurantiaca	1436010	GCA_004364585.1
Nesterenkonia cremea	1882340	GCA_014642675.1
Nesterenkonia massiliensis	1232429	GCA_000455245.1
Nesterenkonia populi	1591087	GCA_007994735.1
Nesterenkonia sandarakina	272918	GCA_003003175.1
Nesterenkonia xinjiangensis	225327	GCA_013410745.1
Paenarthrobacter aurescens	43663	GCA_006538985.1
Paenarthrobacter histidinolovorans	43664	GCA_014647595.1
Paenarthrobacter ilicis	43665	GCA_011761315.1
Paenarthrobacter nicotinovorans	29320	GCA_007670255.1
Paenarthrobacter nitroguajacolicus	211146	GCA_007786235.1
Paenarthrobacter ureafaciens	37931	GCA_004028095.1
Paeniglutamicibacter cryotolerans	670079	GCA_014190875.1
Paeniglutamicibacter gangotriensis	254787	GCA_000348945.1
Pseudarthrobacter chlorophenolicus	85085	GCA_000962805.1
Pseudarthrobacter equi	728066	GCA_900105535.1
Pseudarthrobacter oxydans	1671	GCA_013314975.1
Pseudarthrobacter phenanthrenivorans	361575	GCA_000813845.1
Pseudarthrobacter polychromogenes	1676	GCA_014644495.1
Pseudarthrobacter siccitolerans	861266	GCA_001046895.1
Pseudarthrobacter sulfonivorans	121292	GCA_001484605.1
Pseudoglutamicibacter cumminsii	156979	GCA_003143995.1
Renibacterium salmoninarum	1646	GCA_000018885.1
Rothia aerolata	1812262	GCA_014635585.1
Rothia dentocariosa	2047	GCA_000164695.2
Rothia mucilaginosa	43675	GCA_001548235.1
Rothia nasimurium	85336	GCA_004569295.1
Rothia terrae	396015	GCA_012396615.1
Sinomonas albida	369942	GCA_004919045.1
Sinomonas atrocyanea	37927	GCA_001577305.1
Sinomonas humi	1338436	GCA_000802235.1
Sinomonas mesophila	1531955	GCA_001999765.1
Sinomonas susongensis	1324851	GCA_005877005.1
Tersicoccus phoenicis	554083	GCA_001968835.1
Tersicoccus solisilvae	1882339	GCA_014643255.1
Yaniella halotolerans	225453	GCA_000420805.1
Zhihengliuella halotolerans	370736	GCA_004217565.1
Zhihengliuella salsuginis	578222	GCA_014651715.1
Luteimicrobium subarcticum	620910	GCA_002798015.1
Timonella senegalensis	1465825	GCA_000312125.1
Cellulosimicrobium cellulans	1710	GCA_002162335.1
Cellulosimicrobium funkei	264251	GCA_001019615.1
Isoptericola chiayiensis	579446	GCA_013149805.1
Isoptericola cucumis	1776856	GCA_014635665.1
Isoptericola dokdonensis	372663	GCA_001636295.1
Isoptericola halotolerans	300560	GCA_003003075.1
Isoptericola jiangsuensis	548579	GCA_002563715.1
Isoptericola variabilis	139208	GCA_001750215.1
Krasilnikoviella flava	526729	GCA_900167525.1
Myceligenerans xiligouense	253184	GCA_003814695.1
Promicromonospora citrea	43677	GCA_013004695.1
Promicromonospora soli	2035533	GCA_014653785.1
Promicromonospora sukumoe	88382	GCA_014137995.1
Promicromonospora thailandica	765201	GCA_003550025.1
Xylanibacterium ulmi	228973	GCA_004216535.1
Xylanimicrobium pachnodae	101489	GCA_001592145.1
Xylanimonas cellulosilytica	186189	GCA_001072465.1
Rarobacter faecitabidus	13243	GCA_006716265.1
Rarobacter incanus	153494	GCA_006715765.1
Haloactinobacterium album	648782	GCA_900105765.1
Ruania albidiflava	366586	GCA_000421225.1
Actinocatenispora sera	390989	GCA_000720965.1
Actinoplanes abujensis	882441	GCA_014204895.1
Actinoplanes atraurantiacus	1036182	GCA_900215205.1
Actinoplanes awajinensis	135946	GCA_001509495.1
Actinoplanes brasiliensis	52695	GCA_004362215.1
Actinoplanes campanulatus	113559	GCA_014647795.1
Actinoplanes derwentensis	113562	GCA_900104725.1
Actinoplanes digitatis	1868	GCA_014205335.1
Actinoplanes friuliensis	196914	GCA_000494755.1
Actinoplanes globisporus	113565	GCA_000379645.1
Actinoplanes ianthinogenes	122358	GCA_014648375.1
Actinoplanes italicus	113567	GCA_003001815.1
Actinoplanes lobatus	113568	GCA_014205215.1
Actinoplanes lutulentus	1287878	GCA_003259845.1
Actinoplanes missouriensis	1866	GCA_000284295.1
Actinoplanes octamycinicus	135948	GCA_014205225.1
Actinoplanes philippinensis	35752	GCA_900113015.1
Actinoplanes rectilineatus	113571	GCA_000962825.1
Actinoplanes regularis	52697	GCA_900188005.1
Actinoplanes subtropicus	543632	GCA_000721705.1
Actinoplanes teichomyceticus	1867	GCA_003711105.1
Actinoplanes utahensis	1869	GCA_000785985.1
Actinoplanes xinjiangensis	512350	GCA_003148685.1
Allocatelliglobosispora scoriae	643052	GCA_014204945.1
Asanoa ferruginea	53367	GCA_003387075.1
Asanoa hainanensis	560556	GCA_900188485.1
Asanoa ishikariensis	137265	GCA_900107455.1
Catellatospora citrea	53366	GCA_003610235.1
Catellatospora methionotrophica	121620	GCA_011297335.1
Catellatospora paridis	1617086	GCA_009720365.1
Catelliglobosispora koreensis	129052	GCA_000379685.1
Catenuloplanes japonicus	33876	GCA_000717135.1
Couchioplanes caeruleus	56438	GCA_003751945.1
Dactylosporangium aurantiacum	35754	GCA_000716715.1
Dactylosporangium sucinum	1424081	GCA_014647515.1
Hamadaea tsunoensis	53368	GCA_000428945.1
Krasilnikovia cinnamomea	349313	GCA_004217545.1
Longispora albida	203523	GCA_000379825.1
Micromonospora aurantiaca	47850	GCA_000145235.1
Micromonospora auratinigra	261654	GCA_900089595.1
Micromonospora avicenniae	1198245	GCA_900156065.1
Micromonospora carbonacea	47853	GCA_900091535.1
Micromonospora chaiyaphumensis	307119	GCA_900091435.1
Micromonospora chalcea	1874	GCA_002926165.1
Micromonospora chersina	47854	GCA_900091475.1
Micromonospora chokoriensis	356851	GCA_900091505.1
Micromonospora citrea	47855	GCA_900090315.1
Micromonospora coriariae	285665	GCA_900091455.1
Micromonospora costi	1530042	GCA_003626655.1
Micromonospora coxensis	356852	GCA_900090295.1
Micromonospora cremea	709881	GCA_900143515.1
Micromonospora eburnea	227316	GCA_900090225.1
Micromonospora echinaurantiaca	47857	GCA_900090235.1
Micromonospora echinofusca	47858	GCA_900091445.1
Micromonospora echinospora	1877	GCA_900091495.1
Micromonospora endolithica	230091	GCA_003626595.1
Micromonospora endophytica	515350	GCA_003236305.1
Micromonospora fulviviridis	47860	GCA_014648395.1
Micromonospora haikouensis	686309	GCA_900091595.1
Micromonospora halophytica	47864	GCA_900090245.1
Micromonospora humi	745366	GCA_900090105.1
Micromonospora inositola	47865	GCA_900090285.1
Micromonospora inyonensis	47866	GCA_900091415.1
Micromonospora kangleipakensis	1077942	GCA_004217615.1
Micromonospora krabiensis	307121	GCA_900091425.1
Micromonospora lupini	285679	GCA_000297395.2
Micromonospora marina	307120	GCA_900091565.1
Micromonospora maritima	986711	GCA_902825405.1
Micromonospora matsumotoense	121616	GCA_900091525.1
Micromonospora mirobrigensis	262898	GCA_900091555.1
Micromonospora narathiwatensis	299146	GCA_900089605.1
Micromonospora noduli	709876	GCA_003264365.1
Micromonospora olivasterospora	1880	GCA_007830265.1
Micromonospora parathelypteridis	1839617	GCA_014201145.1
Micromonospora pattaloongensis	405436	GCA_900107255.1
Micromonospora peucetia	47871	GCA_900091625.1
Micromonospora pisi	589240	GCA_003633685.1
Micromonospora polyrhachis	1282883	GCA_014203835.1
Micromonospora profundi	1420889	GCA_011927785.1
Micromonospora purpureochromogenes	47872	GCA_900091515.1
Micromonospora rhizosphaerae	568872	GCA_900091465.1
Micromonospora rifamycinica	291594	GCA_900090265.1
Micromonospora rosaria	47874	GCA_001567585.1
Micromonospora saelicesensis	285676	GCA_900091575.1
Micromonospora sediminicola	946078	GCA_900089585.1
Micromonospora siamensis	299152	GCA_900090305.1
Micromonospora tulbaghiae	479978	GCA_900091605.1
Micromonospora ureilytica	709868	GCA_003857405.1
