AG1 sp003116855	2027460	GCA_003116855.1
Halorussus litoreus	1710536	GCA_003382685.1
Halorubrum sp003781945	2485838	GCA_003781945.1
Halorubrum sp003990725	634157	GCA_003990725.2
Halegenticoccus sp004116405	2071624	GCA_004116405.1
Thermococcus sp012027305	1638263	GCA_012027305.1
Thermococcus sp012027555	163006	GCA_012027555.1
Thermococcus sp012027615	1638221	GCA_012027615.1
Sulfurisphaera sp012222305	2512240	GCA_012222305.1
Halobiforma haloterrestris	148448	GCA_900112205.1
Natronorubrum thiooxidans	308853	GCA_900156475.1
Thermococcus sp904067545	2016373	GCA_904067545.1
DTU008 sp001512965	1675034	GCA_001512965.1
Methanomethylicus oleusabulum	1867260	GCA_001717025.1
Altarchaeum hamiconexum	1803514	GCA_001873845.1
Methanohalarchaeum thermophilum	1903181	GCA_001914405.1
Caldivirga sp002506515	1915569	GCA_002506515.1
Methanothrix_A harundinacea_B	301375	GCA_002506535.1
CBA1134 sp003021785	1919157	GCA_003021785.1
Methanosarcina sp003164755	2213	GCA_003164755.1
B12-G16 sp003650925	2250277	GCA_003650925.1
Methanocalculus sp003838065	2293855	GCA_003838065.1
UBA472 sp004525545	2528041	GCA_004525545.1
40CM-2-53-6 sp005888745	2026714	GCA_005888745.1
PALSA-986 sp009776805	2026714	GCA_009776805.1
WYEQ01 sp009904015	2480821	GCA_009904015.1
Ignisphaera aggregans_E	334771	GCA_011361755.1
DTBI01 sp011362025	2026714	GCA_011362025.1
WYZ-LMO2 fulgidus_A	2234	GCA_011367245.1
UBA203 sp013572355	2056317	GCA_013572355.1
UBA7939 sp014237145	2056317	GCA_014237145.1
Methanobrevibacter_A sp900314615	253161	GCA_900314615.1
Methanobrevibacter_A sp902770715	253161	GCA_902770715.1
MVRE01 sp903900025	183760	GCA_903900025.1
Pyrococcus furiosus	186497	GCA_000007305.1
Haloarcula marismortui	272569	GCA_000011085.1
Aciduliprofundum boonei	439481	GCA_000025665.1
Haloferax volcanii	309800	GCA_000025685.1
Thermosphaera aggregans	633148	GCA_000092185.1
Methanothermococcus_A okinawensis	647113	GCA_000179575.2
Halalkalicoccus jeotgali	795797	GCA_000196895.1
Halopiger xanaduensis	797210	GCA_000217715.1
Halobiforma lacisalsi	358396	GCA_000226975.3
Halorubrum sp000296615	1194088	GCA_000296615.1
Halorubrum tebenquichense	1227485	GCA_000337415.1
Natrialba aegyptia	1227491	GCA_000337535.1
Methanolobus tindarius	1090322	GCA_000504205.1
Methanosarcina barkeri_A	1434107	GCA_000970305.1
Methanoculleus horonobensis	528314	GCA_001602375.1
Methanopyrus sp002201895	1937005	GCA_002201895.1
Thermococcus barossii	54077	GCA_002214465.1
Natrinema ejinorense	373386	GCA_002494345.1
Methanobrevibacter_A woesei	190976	GCA_003111605.1
Methanospirillum stamsii	1277351	GCA_003173335.1
Halosimplex sp003730195	1710538	GCA_003730195.1
Sulfodiicoccus acidiphilus	1670455	GCA_003967175.1
Halorubrum amylolyticum	2508724	GCA_004114995.1
Halorussus amylolyticus	1126242	GCA_004143485.2
N1521 sp005239175	2575697	GCA_005239175.1
Halorubrum sp005435165	2518112	GCA_005435165.1
Thermococcus sp006274605	2586643	GCA_006274605.1
Salinigranum halophilum	2565931	GCA_007004735.1
Nitrosocosmicus arcticus	2035267	GCA_007826885.1
Salarchaeum sp007833275	2599399	GCA_007833275.1
Haloferax sp009674585	2666142	GCA_009674585.1
Acidianus infernus	12915	GCA_009729545.1
Halovenus sp009831575	2692199	GCA_009831575.1
Halobacterium sp011734195	2715751	GCA_011734195.1
Thermococcus_B sp012027325	1638262	GCA_012027325.1
Methanolobus zinderi	536044	GCA_013388255.1
Nitrosopumilus sp013390905	2511932	GCA_013390905.1
Natronomonas sp013391105	1710540	GCA_013391105.1
Nitrosopumilus sp014078525	2109909	GCA_014078525.1
Picrophilus oshimae	1122961	GCA_900176435.1
Nitrosarchaeum limnae	886738	GCA_000204585.1
Nitrosopelagicus sp000402075	913333	GCA_000402075.1
Thermoproteus sp000960885	1609232	GCA_000960885.1
Methanothrix_A harundinacea_D	301375	GCA_001509375.1
Hydrothermarchaeum profundi	1935129	GCA_002011125.1
Methanothrix sp002067755	1811684	GCA_002067755.1
Methanobacterium_A sp002494495	1915428	GCA_002494495.1
UBA9949 sp002499905	1915520	GCA_002499905.1
Methanosarcina sp002509325	1915588	GCA_002509325.1
Nitrosopumilus sp002737455	2026795	GCA_002737455.1
Methanoperedens_A sp002839545	2013824	GCA_002839545.1
HRBIN01 sp002898355	2035437	GCA_002898355.1
Nitrosarchaeum sp003569705	2026886	GCA_003569705.1
RBG-16-68-12 sp005878985	2026739	GCA_005878985.1
PALSA-986 sp009778385	2026714	GCA_009778385.1
DTFW01 sp011363025	2026739	GCA_011363025.1
RDOG01 sp011365055	2053489	GCA_011365055.1
Zestosphaera sp011375725	2184738	GCA_011375725.1
JAAOZN01 sp011605775	2026795	GCA_011605775.1
JACEMX01 sp011773785	2202732	GCA_011773785.1
UBA147 sp013791785	2026739	GCA_013791785.1
Methanoregula sp903832665	183760	GCA_903832665.1
Methanotorris formicicus	647171	GCA_000243455.2
Methanomassiliicoccus luminyensis	1175296	GCA_000308215.1
Natronococcus jeotgali	1227498	GCA_000337695.1
Aeropyrum camini	1198449	GCA_000591035.1
Palaeococcus pacificus	1343739	GCA_000725425.1
Halococcus sediminicola	1264579	GCA_000755245.1
Methanosarcina sp000969965	1434103	GCA_000969965.1
MTP4 sp000970045	1434100	GCA_000970045.1
Methanococcoides methylutens_A	1434104	GCA_000970325.1
Pyrodictium occultum	2309	GCA_001462395.1
Halorubrum aethiopicum	1758255	GCA_001542905.1
Halodesulfurarchaeum formicicum	1873524	GCA_001886955.1
Natronorubrum daqingense	588898	GCA_001971705.1
Halorientalis sp001989615	1932360	GCA_001989615.1
Methanobrevibacter_B sp002208625	387957	GCA_002208625.1
Haloarcula taiwanensis	1932004	GCA_002844335.1
Methanosphaera sp003268005	1789762	GCA_003268005.1
Halostella sp003675875	2448456	GCA_003675875.1
Haloplanus aerogenes	660522	GCA_003856835.1
Halorientalis sp004118325	2479928	GCA_004118325.1
Methanolobus sp004745425	2052935	GCA_004745425.1
Salinigranum salinum	1364937	GCA_009176545.1
Stygiolobus azoricus	41675	GCA_009729035.1
Thermococcus_A sp012027425	1638272	GCA_012027425.1
JABDRC01 sp012044895	2419781	GCA_012044895.1
Halobaculum sp013401515	2743090	GCA_013401515.1
Halobaculum sp013402875	2743089	GCA_013402875.1
Nitrosotenuis sp013407275	2259672	GCA_013407275.1
Halorhabdus sp013839425	2750670	GCA_013839425.1
Natronorubrum sediminis	640943	GCA_900108095.1
Halogeometricum limi	555875	GCA_900115785.1
Thermococcus sp900198835	2016361	GCA_900198835.1
Nitrosocosmicus oleophilus	1353260	GCA_000802205.2
ISO4-G1 sp001563305	1452364	GCA_001563305.1
Methanobacterium sp002067065	1811674	GCA_002067065.1
Methanobacterium_C sp002498385	1915461	GCA_002498385.1
Methanoregula sp002502735	1915554	GCA_002502735.1
Methanothrix_A harundinacea_A	301375	GCA_002502785.1
UBA467 sp002503825	1915694	GCA_002503825.1
DTU008 sp002504525	1915534	GCA_002504525.1
Methanosarcina sp002505485	1915593	GCA_002505485.1
Methanoregula sp003170075	2052170	GCA_003170075.1
PWHR01 sp003554965	1906666	GCA_003554965.1
Methanocalculus sp003838185	2293854	GCA_003838185.1
WYZ-LMO8 sp004347965	2546571	GCA_004347965.1
ARK-15 sp009758405	2026739	GCA_009758405.1
Archaeoglobus fulgidus_A	2234	GCA_011333375.1
JAAOZN01 sp011355215	2268197	GCA_011355215.1
Methanospirillum sp012729535	2184052	GCA_012729535.1
UBA57 sp013378385	2026795	GCA_013378385.1
Methanobacterium sp013403005	2099680	GCA_013403005.1
JACIWB01 sp014361195	2268204	GCA_014361195.1
Halobellus salinus	931585	GCA_014646875.1
Methanobrevibacter_A sp902801725	253161	GCA_902801725.1
CAISET01 sp903884505	2220064	GCA_903884505.1
Pyrobaculum aerophilum	178306	GCA_000007225.1
Methanococcoides burtonii	259564	GCA_000013725.1
Staphylothermus marinus	399550	GCA_000015945.1
Caldivirga maquilingensis	397948	GCA_000018305.1
Thermococcus_B barophilus	391623	GCA_000151105.2
Methanothrix_A harundinacea_E	1110509	GCA_000235565.1
Nitrosopumilus sediminis	1229909	GCA_000299395.1
Nitrososphaera gargensis	1237085	GCA_000303155.1
Natronococcus occultus	694430	GCA_000328685.1
Haloarcula japonica	1227453	GCA_000336635.1
Haloferax gibbonsii	1227459	GCA_000336775.1
Halorubrum hochstenium	1227481	GCA_000337075.1
Methanomassiliicoccus_A intestinalis	1295009	GCA_000404225.1
Nitrososphaera viennensis	926571	GCA_000698785.1
Methanobacterium_B sp000744455	1495336	GCA_000744455.1
Thermococcus eurythermalis	1505907	GCA_000769655.1
Nitrosopumilus piranensis	1582439	GCA_000875775.1
Thermococcus celericrescens	227598	GCA_001484195.1
Pyrococcus kukulkanii	1609559	GCA_001577775.1
Ferroplasma acidiphilum	74969	GCA_002078355.1
Halorubrum ezzemoulense	1121945	GCA_002114285.1
Halonotius pteroides	268735	GCA_003605635.1
Natrarchaeobius chitinivorans_A	1679083	GCA_003841465.1
Haloplanus rallus	1816183	GCA_009762275.1
Natronomonas sp013391085	2747817	GCA_013391085.1
Halopelagius longus	1236180	GCA_900100875.1
Halopenitus malekzadehii	1267564	GCA_900108505.1
Natrinema hispanicum_A	392421	GCA_900111485.1
Halomicrobium zhouii	767519	GCA_900114435.1
Halorubrum cibi	413815	GCA_900182635.1
CADDZR01 sp902812495	1906665	GCA_902812495.1
Acd1 sp000389735	1294123	GCA_000389735.1
LKUD01 sp001412355	1735326	GCA_001412355.1
Archaeoglobus_A sp002010195	1934989	GCA_002010195.1
JdFR-11 sp002011035	1935119	GCA_002011035.1
Methanobacterium sp003491305	2025351	GCA_003491305.1
WYZ-LMO11 sp004348015	2250257	GCA_004348015.1
DRVP01 sp011364585	2026714	GCA_011364585.1
Ignisphaera aggregans_B	334771	GCA_011366545.1
DTKF01 sp011367225	2250276	GCA_011367225.1
DTBU01 sp011369595	2026714	GCA_011369595.1
DRVV01 sp011373445	2026714	GCA_011373445.1
UBA472 sp012729095	2026739	GCA_012729095.1
Nitrosocaldus sp013538805	2697468	GCA_013538805.1
Methanoperedens sp902386135	115547	GCA_902386135.1
Archaeoglobus fulgidus	224325	GCA_000008665.1
Pyrobaculum arsenaticum	340102	GCA_000016385.1
Methanoregula boonei	456442	GCA_000017625.1
Haloterrigena turkmenica	543526	GCA_000025325.1
Natronomonas pharaonis	348780	GCA_000026045.1
Haloquadratum walsbyi	768065	GCA_000237865.1
Methanoplanus limicola	937775	GCA_000243255.1
Halorubrum californiense	1227465	GCA_000336875.1
Natrialba chahannaoensis	1227492	GCA_000337135.1
Methanothermococcus thermolithotrophicus	523845	GCA_000376965.1
Halobaculum tyrrellense	1324957	GCA_000495475.1
Desulfurococcus amylolyticus	1150674	GCA_000513855.1
Thermococcus nautili	195522	GCA_000585495.1
Nitrosotenuis chungbukensis	1353246	GCA_000685395.1
Halolamina rubra	1380430	GCA_000739555.1
Methanolacinia paynteri	230356	GCA_000784355.1
Nitrosopelagicus brevis	1410606	GCA_000812185.1
Methanosarcina vacuolata	1434123	GCA_000969905.1
Thermococcus_A sp001317345	1591054	GCA_001317345.1
Methanobrevibacter_A millerae_A	230361	GCA_001477655.1
Thermococcus_A sp001484685	1674923	GCA_001484685.1
CBA1134 sp001950595	1906246	GCA_001950595.1
Methanolobus psychrotolerans	1874706	GCA_002243045.1
Halopenitus persicus_A	1048396	GCA_002355635.1
Halorussus sp004087835	2505977	GCA_004087835.1
Halorussus salinus	1364935	GCA_004765815.2
Halorientalis sp005049285	2558243	GCA_005049285.1
Halonotius terrestris	2487750	GCA_006861665.1
Halorubrum depositum	2583992	GCA_007671725.1
Haloarcula sp008729015	1853684	GCA_008729015.1
Halorussus sp010747475	2283638	GCA_010747475.1
Nitrosopumilus ureiphilus	1470067	GCA_013407185.1
Halosimplex rubrum	869889	GCA_013415885.1
Halobellus clavatus	660517	GCA_900107195.1
Methanobacterium sp000309865	1220534	GCA_000309865.1
Sulfolobus acidocaldarius_A	1435377	GCA_000508305.1
GCA-001856825 sp001856825	667138	GCA_001856825.1
JdFR-21 sp002011165	1935139	GCA_002011165.1
B-DKE sp002204705	1961136	GCA_002204705.1
Methanobacterium_A sp002495625	1915451	GCA_002495625.1
UBA148 sp002495885	1915626	GCA_002495885.1
Methanoculleus sp002839645	2013818	GCA_002839645.1
Methanoperedens sp003104905	2072416	GCA_003104905.1
Nitrosopumilus sp002690535	2024843	GCA_003331425.1
Methanothermobacter_A sp003584625	1898379	GCA_003584625.1
B5-G16 sp003662995	2250258	GCA_003662995.1
SOJZ01 sp004376295	2026714	GCA_004376295.1
SOIM01 sp004377185	1906667	GCA_004377185.1
Thermoplasma sp008709555	1973142	GCA_008709555.1
PALSA-986 sp009781675	2026714	GCA_009781675.1
PALSA-986 sp009787585	2026714	GCA_009787585.1
Nitrosotenuis sp010028495	2268198	GCA_010028495.1
WYZ-LMO2 fulgidus_B	2234	GCA_011048195.1
B-DKE sp011334705	2026739	GCA_011334705.1
JABLXE01 sp013178225	2595067	GCA_013178225.1
CAIRCU01 sp903877165	2026739	GCA_903877165.1
Methanococcus maripaludis_D	402880	GCA_000016125.1
Methanothermococcus_A aeolicus	419665	GCA_000017185.1
Ignicoccus_A hospitalis	453591	GCA_000017945.1
Pyrobaculum neutrophilum	444157	GCA_000019805.1
Ferroglobus placidus	589924	GCA_000025505.1
Natrialba magadii	547559	GCA_000025625.1
Methanothermus fervidus	523846	GCA_000166095.1
Halogeometricum borinquense	469382	GCA_000172995.2
Thermococcus sp000221185	1042877	GCA_000221185.1
Methanofollis liminatans	28892	GCA_000275865.1
Halorubrum saccharovorum	1227484	GCA_000337915.1
Halopiger_B djelfimassiliensis	1293047	GCA_000455365.1
Methanobrevibacter_C arboriphilus_A	1401244	GCA_000513315.1
Halorubrum halophilum	413816	GCA_000739595.1
Methanothermobacter sp000828575	866790	GCA_000828575.1
Methanosarcina mazei	213585	GCA_000970205.1
Methanoculleus sediminis	1550566	GCA_001017125.1
Haloferax massiliensis	1476858	GCA_001368915.1
Haloparvum sedimenti	1678448	GCA_001462205.1
Methanobrevibacter_D curvatus	49547	GCA_001639295.1
Methanonatronarchaeum thermophilum	1927129	GCA_002153915.1
Thermococcus profundus	49899	GCA_002214585.1
Methanospirillum lacunae	668570	GCA_003173355.1
Metallosphaera hakonensis	1293036	GCA_003201675.2
Methanoculleus_A taiwanensis	1550565	GCA_004102725.1
Halorubrum sp004114375	2497325	GCA_004114375.1
Methanofollis sp004297185	2052832	GCA_004297185.1
Halostella litorea	2528831	GCA_004785955.1
Natrinema versiforme_A	88724	GCA_005576615.1
Halorhabdus sp009690625	1380432	GCA_009690625.1
Natronorubrum sp009834785	2691917	GCA_009834785.1
Methanogenium sp009914725	2599926	GCA_009914725.1
Haloarcula salina	1429914	GCA_010119195.1
Thermococcus sp012027595	1638242	GCA_012027595.1
Conexivisphaera calidus	1874277	GCA_013340765.1
Nitrosopumilus oxyclinae	1959104	GCA_013407165.1
Methanolobus vulcani	38026	GCA_900100715.1
Halobacterium jilantaiense	355548	GCA_900110535.1
Halorubrum vacuolatum	63740	GCA_900188065.1
Nitrosocaldus cavascurensis	2058097	GCA_900248165.1
Pyrobaculum calidifontis	410359	GCA_000015805.1
Pyrobaculum sp001189275	1227555	GCA_001189275.1
Methanothermobacter_A sp001507955	1635284	GCA_001507955.1
JdFR-41 sp002010285	1934998	GCA_002010285.1
MVRE01 sp002067895	1811682	GCA_002067895.1
Methanosarcina sp002496565	1915574	GCA_002496565.1
UBA114 sp002506335	1915555	GCA_002506335.1
Methanolobus sp002507205	1915527	GCA_002507205.1
Methanomassiliicoccus sp002508545	1915541	GCA_002508545.1
Nitrosarchaeum sp002737445	2026886	GCA_002737445.1
HRBIN02 sp002898395	2035438	GCA_002898395.1
HR1 sp002926195	1968520	GCA_002926195.1
TA-21 sp005877075	2026795	GCA_005877075.1
UBA10452 sp009665115	2026768	GCA_009665115.1
Methanoplasma sp009777615	2052168	GCA_009777615.1
VYCS01 sp009840065	2604873	GCA_009840065.1
VYCS01 sp009843815	2604882	GCA_009843815.1
Thermosphaera aggregans_A	54254	GCA_011053855.1
DTCV01 sp011337845	2268176	GCA_011337845.1
Methanoperedens sp012026795	2032688	GCA_012026795.1
DTU008 sp012519255	2026739	GCA_012519255.1
JAAYNL01 sp012520845	2268204	GCA_012520845.1
Nitrosopumilus sp013215285	2024843	GCA_013215285.1
Halocalculus aciditolerans	1383812	GCA_014647475.1
Methanobrevibacter sp900314635	253161	GCA_900314635.1
CAIKOD01 sp903819595	183760	GCA_903819595.1
Methanothermobacter thermautotrophicus	187420	GCA_000008645.1
Hyperthermus butylicus	415426	GCA_000015145.1
Thermofilum_B pendens_A	368408	GCA_000015225.1
Thermococcus onnurineus	523850	GCA_000018365.1
Nitrosopumilus maritimus	436308	GCA_000018465.1
Archaeoglobus_B profundus	572546	GCA_000025285.1
Vulcanisaeta moutnovskia	985053	GCA_000190315.1
Thermoplasma acidophilum	273075	GCA_000195915.1
Methanohalobium evestigatum	644295	GCA_000196655.1
Metallosphaera cuprina	1006006	GCA_000204925.1
Halococcus salifodinae	1227456	GCA_000336935.1
Halogeometricum pallidum	1227487	GCA_000337095.1
Natrinema versiforme	1227496	GCA_000337195.1
Halosimplex carlsbadense	797114	GCA_000337455.1
Haloterrigena salina	1227488	GCA_000337495.1
Natronorubrum tibetense	1114856	GCA_000383975.1
