[Eubacterium] minutum	76124	GCA_003433295.1
Burkholderia pyrrocinia	60550	GCA_003330765.1
Oceanimonas doudoroffii	84158	GCA_002242685.1
Caballeronia glathei	60547	GCA_000698595.1
Paucimonas lemoignei	29443	GCA_900475325.1
Pseudomonas pertucinogena	86175	GCA_014646575.1
Paraburkholderia phenazinium	60549	GCA_900142845.1
Pseudomonas veronii	76761	GCA_001439695.1
Sphingobium abikonense	86193	GCA_001598335.1
Comamonas terrigena	32013	GCA_900461435.1
Hydrogenophaga flava	65657	GCA_001571145.1
Agromyces luteolus	88373	GCA_009729855.1
Agromyces bracchium	88376	GCA_009709675.1
Weissella thailandensis	89061	GCA_005405465.1
Burkholderia gladioli pv. gladioli	32009	GCA_000959725.1
Gluconobacter cerinus	38307	GCA_002723935.1
Acrocarpospora macrocephala	150177	GCA_009687865.1
Planomonospora venezuelensis	1999	GCA_014203605.1
Pyrobaculum oguniense	99007	GCA_000247545.1
Coprobacillus cateniformis	100884	GCA_001312445.1
Catenibacterium mitsuokai	100886	GCA_000173795.1
Solobacterium moorei	102148	GCA_000425005.1
Collinsella stercoris	147206	GCA_000156215.1
Pantoea agglomerans	549	GCA_001598475.1
Actinoplanes italicus	113567	GCA_003001815.1
Actinoplanes missouriensis	1866	GCA_000284295.1
Collinsella intestinalis	147207	GCA_000156175.1
Gloeocapsa sp. PCC 73106	102232	GCA_000332035.1
Lyngbya aestuarii	118322	GCA_000478195.2
Oscillatoria acuminata	118323	GCA_000317105.1
Tetragenococcus halophilus subsp. halophilus	51669	GCA_003841405.1
Actinoplanes octamycinicus	135948	GCA_014205225.1
Actinoplanes ianthinogenes	122358	GCA_014648375.1
Dietzia psychralcaliphila	139021	GCA_003096095.1
Chlorobium limicola	1092	GCA_000020465.1
Rarobacter incanus	153494	GCA_006715765.1
Actinokineospora terrae	155974	GCA_900111175.1
Leuconostoc carnosum	1252	GCA_014207505.1
Roseibacterium elongatum	159346	GCA_000590925.1
Algicola sagamiensis	163869	GCA_000374485.1
Lactobacillus fuchuensis	164393	GCA_000615805.1
Buchnera aphidicola (Yamatocallis tokyoensis)	165262	GCA_900698975.1
Buchnera aphidicola (Yamatocallis hirayamae)	165263	GCA_900698975.1
Elizabethkingia miricola	172045	GCA_001675285.1
Halosimplex carlsbadense	171164	GCA_000337455.1
Marinomonas primoryensis	178399	GCA_013372285.1
[Clostridium] sphenoides	29370	GCA_900105215.1
Campylobacter lanienae	75658	GCA_002139915.1
Flexibacter flexilis subsp. pelliculosus	184608	GCA_900112255.1
Chitinophaga japonensis	104662	GCA_007830125.1
Hugenholtzia roseola	1002	GCA_000422585.1
Chitinophaga sancti	1004	GCA_014190745.1
Propionicimonas paludicola	185243	GCA_002563675.1
Prevotella paludivivens	185294	GCA_000373185.1
Rhizomicrobium palustre	189966	GCA_011761565.1
Bacillus krulwichiae	199441	GCA_002109385.1
Planifilum fulgidum	201973	GCA_900113175.1
Sulfurimonas autotrophica	202747	GCA_000147355.1
Derxia gummosa	203699	GCA_000482785.1
Paraburkholderia fungorum	134537	GCA_902833645.1
Borreliella valaisiana	62088	GCA_000170955.2
Nocardia asiatica	209252	GCA_000308415.1
Psychromonas hadalis	211669	GCA_000420245.1
Ornithinicoccus hortensis	82346	GCA_006716185.1
Photobacterium phosphoreum	659	GCA_002954725.1
Heliobacillus mobilis	28064	GCA_009720735.1
Heliobacterium modesticaldum	35701	GCA_000019165.1
Streptomyces aureofaciens	1894	GCA_001188955.3
Micromonospora eburnea	227316	GCA_900090225.1
Desulfoluna butyratoxydans	231438	GCA_900699765.1
Desulfopila aestuarii	231440	GCA_900143695.1
Desulfobulbus japonicus	231447	GCA_000429945.1
Nostoc commune	1178	GCA_003113895.1
Geobacillus thermodenitrificans subsp. thermodenitrificans	33940	GCA_000496575.1
Aphanothece sacrum	1122	GCA_003864295.1
Bacteroides uniformis	820	GCA_000154205.1
Hydrogenivirga caldilitoris	246264	GCA_003664005.1
Nocardia testacea	248551	GCA_000308775.1
Pelotomaculum propionicicum	258475	GCA_004369225.1
Lysobacter concretionis	262325	GCA_000768345.1
Thalassotalea agarivorans	349064	GCA_900111755.1
Nocardia nova	37330	GCA_002933465.1
Azomonas macrocytogenes	69962	GCA_014191985.1
Myroides pelagicus	270914	GCA_009711055.1
Borreliella garinii	29519	GCA_001922545.1
Streptomyces poonensis	68255	GCA_014650915.1
Streptomyces eurythermus	42237	GCA_014649115.1
Streptomyces aurantiogriseus	66870	GCA_014649375.1
Lactobacillus kitasatonis	237446	GCA_000615285.1
Bacillus oshimensis	290588	GCA_002019765.1
Acrocarpospora corrugata	35763	GCA_009687845.1
Selenomonas ruminantium	971	GCA_900113715.1
Nocardia transvalensis	37333	GCA_000308875.1
Anaerovirgula multivorans	312168	GCA_900188145.1
Neoasaia chiangmaiensis	320497	GCA_002005465.1
Ureibacillus thermosphaericus	51173	GCA_012396605.1
uncultured Eubacteriaceae bacterium	203524	GCA_903789635.1
[Clostridium] caenicola	659425	GCA_900142095.1
Delftia acidovorans	80866	GCA_001598795.1
Lentibacillus kapialis	340214	GCA_014646635.1
Legionella impletisoli	343510	GCA_900639875.1
Legionella yabuuchiae	376727	GCA_900640115.1
Staphylococcus lutrae	155085	GCA_002101335.1
Labrys okinawensis	346911	GCA_002982075.1
Krasilnikovia cinnamomea	349313	GCA_004217545.1
Xenorhabdus japonica	53341	GCA_900115195.1
Amphibacillus sediminis	360185	GCA_001552275.1
Prevotella copri	165179	GCA_009495355.1
Pedobacter ginsengisoli	363852	GCA_002736205.1
Pseudovibrio japonicus	366534	GCA_014651595.1
Flammeovirga yaeyamensis	367791	GCA_014195575.1
Facklamia sourekii	87650	GCA_000518205.1
Sinomonas albida	369942	GCA_004919045.1
Streptomyces sulphureus	47758	GCA_000381025.1
Streptomyces prasinopilosus	67344	GCA_900101585.1
uncultured Mollicutes bacterium	220137	GCA_900538885.1
Lactobacillus thailandensis	381741	GCA_001312865.1
Lactobacillus suebicus	152335	GCA_001434475.1
Marixanthomonas ophiurae	387659	GCA_003413745.1
Alicyclobacillus kakegawensis	392012	GCA_001552655.1
Deinococcus roseus	392414	GCA_014646895.1
Halalkalibacillus halophilus	392827	GCA_000423105.1
Deinococcus aquiradiocola	393059	GCA_014646915.1
Sphingoterrabacterium koreensis	398053	GCA_007971025.1
Paenibacillus ginsengarvi	400777	GCA_003626695.1
Bacillus funiculus	137993	GCA_004138295.1
Pseudoxanthomonas suwonensis	314722	GCA_010093235.1
Cupriavidus gilardii	82541	GCA_013314895.1
Persicitalea jodogahamensis	402147	GCA_014651615.1
Afipia massiliensis	211460	GCA_014203115.1
Syntrophomonas palmitatica	402877	GCA_001311885.1
Nonomuraea coxensis	404386	GCA_000379885.1
Fibrobacter succinogenes subsp. succinogenes	833	GCA_902779965.1
Chitinophaga terrae Kim and Jung 2007	408074	GCA_900107795.1
Saccharothrix violaceirubra	413306	GCA_014203755.1
Halococcus saccharolyticus	62319	GCA_000336915.1
Salinivibrio siamensis	414286	GCA_001996005.1
Pelagicoccus albus	415222	GCA_014230145.1
Janibacter corallicola	415212	GCA_001570965.1
Natrinema gari	419186	GCA_000337175.1
Cerasicoccus arenae	424488	GCA_014651635.1
Alkalibacterium kapii	426704	GCA_007988865.1
uncultured cyanobacterium	1211	GCA_903887375.1
Flavobacterium psychrophilum	96345	GCA_001708385.1
Anaerosphaera aminiphila DSM 21120	1120995	GCA_900129925.1
Anaerocolumna cellulosilytica	433286	GCA_014218335.1
Lysinibacillus parviboronicapiens	436516	GCA_003049575.1
Acinetobacter calcoaceticus subsp. anitratus	107673	GCA_900520355.1
Ameyamaea chiangmaiensis	442969	GCA_013376175.1
Gluconobacter frateurii	38308	GCA_002723955.1
Silvimonas iriomotensis	449662	GCA_014645535.1
Mucilaginibacter kameinonensis	452286	GCA_003675385.1
Paraprevotella clara	454154	GCA_000233955.1
[Bacillus] clarkii	79879	GCA_002019695.1
Streptomyces thermovulgaris	1934	GCA_002155915.1
Ureibacillus thermophilus	367743	GCA_004331915.1
Lysinibacillus massiliensis	292806	GCA_000772965.1
Schumannella luteola	472059	GCA_013408685.1
Leptobacterium flavescens	472055	GCA_010671605.1
Lactobacillus satsumensis	259059	GCA_001435195.1
Lactobacillus vaccinostercus	176291	GCA_001436295.1
Halolactibacillus halophilus	306540	GCA_900115605.1
Swaminathania salitolerans	182838	GCA_007988945.1
Bacillus lentus	1467	GCA_001591545.1
Rhizomicrobium electricum	480070	GCA_011762045.1
Kozakia baliensis	153496	GCA_001787335.1
Sporolactobacillus putidus	492735	GCA_014647035.1
Yonghaparkia alkaliphila	355930	GCA_014137945.1
Photobacterium lipolyticum	266810	GCA_003026475.1
Rhodovastum atsumiense	504468	GCA_008630155.1
Lactobacillus oris	1632	GCA_001434465.1
Sphingomonas japonica	511662	GCA_006346325.1
Prevotella falsenii	515414	GCA_000613945.1
Lacticigenium naphtae	515351	GCA_000425865.1
Georgenia thermotolerans	527326	GCA_009193185.1
Butyricimonas synergistica	544644	GCA_000379665.1
Natribacillus halophilus	549003	GCA_900100185.1
Francisella halioticida	549298	GCA_002211785.1
Chitiniphilus shinanonensis	553088	GCA_000374805.1
delta proteobacterium PL12	571177	GCA_009688945.1
Oxalicibacterium flavum	179467	GCA_014635065.1
Oxalicibacterium faecigallinarum	573741	GCA_014635705.1
Leuconostoc gelidum subsp. gelidum	1244	GCA_000166715.2
uncultured beta proteobacterium	86027	GCA_903958565.1
Gordonia sp. IFM 10067	589161	GCA_009932475.1
Gordonia sp. IFM 10881	589162	GCA_009932435.1
Euzebya tangerina	591198	GCA_003074135.1
Erwinia tasmaniensis	338565	GCA_000026185.1
Weissella soli	155866	GCA_001761545.1
Bifidobacterium angulatum	1683	GCA_001025155.1
Duganella zoogloeoides	75659	GCA_000383895.1
Cocleimonas flava	634765	GCA_004339015.1
Mycoplasma sp. Pen4	640330	GCA_014352955.1
Marinicella litoralis	644220	GCA_002591915.1
Arenicella xantha	644221	GCA_003315245.1
Prevotella brevis	83231	GCA_000621725.1
Actinomycetospora succinea	663603	GCA_004363095.1
Actinomycetospora cinnamomea	663609	GCA_003096675.1
Halomarina oriensis	671145	GCA_009791395.1
Oryzihumus leptocrescens	297536	GCA_006716205.1
Armatimonas rosea	685828	GCA_014202505.1
Thermasporomyces composti	696763	GCA_003386795.1
Catenisphaera adipataccumulans	700500	GCA_014202755.1
Halobacillus locisalis	220753	GCA_013694105.1
Hylemonella gracilis	80880	GCA_004328645.1
Rubricoccus marinus	716817	GCA_002257665.1
Haloferax mucosum	403181	GCA_000337815.1
Thermogemmatispora onikobensis	732234	GCA_001748285.1
Primorskyibacter sedentarius	745311	GCA_004342065.1
Planosporangium thailandense	765197	GCA_011947195.1
Acidipila rosea	768535	GCA_004339725.1
Streptococcus equinus	1335	GCA_900101445.1
Burkholderia ambifaria	152480	GCA_001443045.1
Halorubrum cibi	413815	GCA_900182635.1
Ardenticatena maritima	872965	GCA_001306175.1
Burkholderia ubonensis	101571	GCA_000959245.1
Meiothermus hypogaeus	884155	GCA_003574035.1
Conexibacter arvalis	912552	GCA_014199525.1
anaerobic bacterium MO-CFX2	913108	GCA_003569045.1
[Clostridium] algidixylanolyticum	94868	GCA_003609635.1
Aureitalea marina	930804	GCA_002943755.1
Actinoplanes sp. OR16	946334	GCA_004001265.1
Clostridium sartagoforme	84031	GCA_004794105.1
Bacillus thuringiensis serovar leesis	169759	GCA_001595725.1
Idiomarina seosinensis	281739	GCA_003987275.1
Salinivibrio costicola subsp. vallismortis	81407	GCA_000565345.1
Acetobacter orleanensis	104099	GCA_001581005.1
Variovorax paradoxus	34073	GCA_009498455.1
Methylobacterium gnaphalii	1010610	GCA_007992215.1
Staphylococcus aureus	1280	GCA_001027105.1
Tropicibacter phthalicicus	1037362	GCA_004364805.1
Nocardioides terrigena	424797	GCA_003047265.1
Polymorphobacter multimanifer	1070431	GCA_014205635.1
Haladaptatus litoreus	553468	GCA_900156425.1
Halogranum amylolyticum	660520	GCA_900110465.1
Halogranum gelatinilyticum	660521	GCA_900103715.1
Haloplanus aerogenes	660522	GCA_003856835.1
Halorubrum vacuolatum	63740	GCA_900188065.1
Halogeometricum limi	555875	GCA_900115785.1
Natronomonas pharaonis	2257	GCA_000026045.1
Halostagnicola kamekurae	619731	GCA_900116205.1
Natronococcus amylolyticus	44470	GCA_000337675.1
Natronorubrum aibiense	348826	GCA_009392895.1
Natronorubrum sulfidifaciens	388259	GCA_000337735.1
Paraburkholderia tropica	92647	GCA_900109265.1
Veillonella tobetsuensis	1110546	GCA_001078375.1
Photobacterium indicum	81447	GCA_003026215.1
Oceanospirillum linum	966	GCA_001995095.2
Marinobacterium jannaschii	64970	GCA_000620085.1
Oceanobacter kriegii	64972	GCA_000422845.1
Cellulophaga lytica	979	GCA_000190595.1
Marinospirillum insulare	217169	GCA_000686905.1
Tetragenococcus solitarius	71453	GCA_001544195.1
Sediminicola luteus	319238	GCA_002514735.1
Hymenobacter rigui	334424	GCA_003944715.1
Sediminitomix flava	379075	GCA_003149185.1
Paraferrimonas sedimenticola	375674	GCA_002282855.1
Zeaxanthinibacter enoshimensis	392009	GCA_004362865.1
Vibrio inusitatus	413402	GCA_006538525.1
Lewinella marina	438751	GCA_002631205.1
Paenibacillus koleovorans	121608	GCA_004000845.1
Shewanella decolorationis	256839	GCA_000485795.1
Halolactibacillus alkaliphilus	442899	GCA_900115465.1
Flavobacterium caeni	490189	GCA_900101895.1
Lacibacter cauensis	510947	GCA_007830055.1
Shewanella fodinae	552357	GCA_014651955.1
Citrobacter rodentium	67825	GCA_000759815.1
Segetibacter aerophilus	670293	GCA_007991655.1
Paludibacterium yongneupense	400061	GCA_000422925.1
Uliginosibacterium gangwonense	392736	GCA_005239635.1
Andreprevotia chitinilytica	396808	GCA_000711875.1
Roseomonas aerilata	452982	GCA_000711725.1
Dyadobacter alkalitolerans	492736	GCA_000428845.1
Calothrix sp. HK-06	1137096	GCA_001904745.1
Polaribacter porphyrae	1137780	GCA_002954685.1
Rhodococcus corynebacterioides	53972	GCA_001894765.1
Sphingomonas echinoides	59803	GCA_000241465.1
Sediminihabitans luteus	1138585	GCA_002797595.1
Halarchaeum rubridurum	489911	GCA_014647115.1
uncultured Clostridiales bacterium	172733	GCA_902764285.1
Methylobacterium brachythecii	1176177	GCA_014196345.1
Leptospira idonii	1193500	GCA_004770995.1
Streptomyces hygroscopicus subsp. hygroscopicus	68042	GCA_001553455.1
Paracoccus laeviglucosivorans	1197861	GCA_900182695.1
Lachnospiraceae bacterium RM5	1200721	GCA_900110975.1
Anaerovibrio sp. RM50	1200557	GCA_000622005.1
Jeotgalicoccus halotolerans	157227	GCA_003387165.1
Actinocrispum wychmicini	1213861	GCA_004345645.1
Parabacteroides faecis	1217282	GCA_014647375.1
Dickeya chrysanthemi	556	GCA_000406105.1
Calderihabitans maritimus	1246530	GCA_002207765.1
Halomicroarcula pellucida	1427151	GCA_014647235.1
Natronoarchaeum philippinense	558529	GCA_900215575.1
Streptococcus orisasini	1080071	GCA_001431045.1
Desulfotomaculum intricatum	1285191	GCA_001592105.1
Gluconacetobacter tumulisoli	1286189	GCA_014174155.1
Anaerobacterium chartisolvens	1297424	GCA_003337415.1
Pseudomaricurvus alkylphenolicus	1306991	GCA_011683955.1
Bacillus mycoides	1405	GCA_000746925.1
Sphingobacterium composti Ten et al. 2007	363260	GCA_009829075.1
Tepidicaulis marinus	1333998	GCA_000739695.1
uncultured Blautia sp.	765821	GCA_900539525.1
Flavobacterium flevense	983	GCA_900142775.1
Algisphaera agarilytica	1385975	GCA_014207595.1
Treponema bryantii	163	GCA_900113965.1
Succinivibrio dextrinosolvens	83771	GCA_900116345.1
Ruminococcus albus	1264	GCA_900109655.1
Anaerovibrio lipolyticus	82374	GCA_900141865.1
Shigella dysenteriae	622	GCA_002949675.1
Pseudomonas rhodesiae	76760	GCA_007858255.1
Actinomadura amylolytica	1411117	GCA_003589885.1
Rhizobiales bacterium YIM 77505	1411123	GCA_000745135.1
Spirulina subsalsa var. salina BAH8-10-45	1427144	GCA_000314005.1
uncultured Tenericutes bacterium	658143	GCA_900552495.1
Actinomadura rayongensis	1429076	GCA_009831215.1
Agaribacter marinus	1431249	GCA_009903735.1
Methylocaldum marinum	1432792	GCA_003584645.1
Loktanella maritima	1435347	GCA_003003285.1
Athalassotoga saccharophila	1441386	GCA_009936215.1
Acetobacter indonesiensis	104101	GCA_000963945.1
Lactobacillus modestisalitolerans	1457219	GCA_005405425.1
Flavicella marina	1475951	GCA_009193215.1
Streptomyces pactum	68249	GCA_002005225.1
Thermohalobacter berrensis	99594	GCA_003609645.1
Lactobacillus alimentarius	1602	GCA_002849895.1
Lactobacillus parabrevis	357278	GCA_001434055.1
Spongiivirga citrea	1481457	GCA_010671565.1
Wenyingzhuangia heitensis	1487859	GCA_011762155.1
Natronobacterium texcoconense	1095778	GCA_900104065.1
Natrinema salaciae	1186196	GCA_900110865.1
Erythrobacter vulgaris	291985	GCA_009827325.1
Dyella japonica	231455	GCA_000725385.1
Neorhizobium alkalisoli	528178	GCA_007829835.1
Clostridium cochlearium	1494	GCA_900187165.1
Rummeliibacillus stabekisii	241244	GCA_007988965.1
Lactobacillus gasseri	1596	GCA_000014425.1
Streptomyces exfoliatus	1905	GCA_005517195.1
Thiogranum longum	1537524	GCA_004339085.1
Prolixibacter denitrificans	1541063	GCA_003014495.1
Pedobacter sp. BAL39	391596	GCA_000170795.1
unidentified eubacterium SCB49	50743	GCA_000170815.1
Clostridium butyricum 5521	447214	GCA_006742065.1
Bacteroides stercoris ATCC 43183	449673	GCA_000154525.1
alpha proteobacterium BAL199	331869	GCA_000171835.1
[Clostridium] spiroforme DSM 1552	428126	GCA_000154805.1
Bacteroides coprocola DSM 17136	470145	GCA_000154845.1
Providencia stuartii ATCC 25827	471874	GCA_900455155.1
Clostridium perfringens D str. JGS1721	488537	GCA_000013285.1
Pedosphaera parvula Ellin514	320771	GCA_000172555.1
Bacteroides plebeius DSM 17135	484018	GCA_000187895.1
Rhizobium etli 8C-3	538025	GCA_001908375.1
Verrucomicrobiae bacterium DG1235	382464	GCA_000155695.1
gamma proteobacterium HTCC5015	391615	GCA_000155715.1
Proteus penneri ATCC 35198	471881	GCA_003144535.1
Caldanaerobacter subterraneus subsp. pacificus DSM 12653	391606	GCA_004345675.1
Vibrio parahaemolyticus AQ4037	563772	GCA_001558495.2
Vibrio parahaemolyticus AN-5034	563773	GCA_001558495.2
Vibrio parahaemolyticus K5030	627611	GCA_001558495.2
Dorea sp. D27	658665	GCA_001185345.2
Rhodobacter sp. SW2	371731	GCA_000176015.1
Helicobacter pylori 26695	85962	GCA_900478295.1
Aquifex aeolicus VF5	224324	GCA_000008625.1
Methanosarcina acetivorans C2A	188937	GCA_000007345.1
Ahrensia sp. R2A130	744979	GCA_000179775.1
Aminomonas paucivorans DSM 12260	584708	GCA_000165795.1
[Eubacterium] cellulosolvens 6	633697	GCA_000183525.3
Salmonella enterica subsp. enterica serovar Typhimurium str. TN061786	946034	GCA_008692845.1
Rhizobium grahamii CCGE 502	990285	GCA_000298315.2
Escherichia coli 5.0588	869671	GCA_003018335.1
Escherichia coli 9.1649	869685	GCA_003018335.1
Lactobacillus manihotivorans	88233	GCA_001435035.1
Cellulophaga algicola	59600	GCA_000186265.1
Gelidibacter gilvus	59602	GCA_004115975.1
Synechococcus sp. WH 7805	59931	GCA_000153285.1
Marichromatium purpuratum	37487	GCA_000224005.3
Desulfobacca acetoxidans	60893	GCA_011389355.1
Moraxella lacunata	477	GCA_002027545.1
Moraxella cuniculi	34061	GCA_900156515.1
Shewanella algae	38313	GCA_001598875.1
Shewanella sp. MR-7	60481	GCA_000014665.1
Thiobacillus thioparus	931	GCA_000373385.1
Candidatus Endobugula sertula (Bugula neritina bacterial symbiont)	62101	GCA_001723645.1
Pseudoalteromonas peptidolytica	61150	GCA_012641745.1
Streptococcus suis	1307	GCA_002962445.1
Acidaminobacter hydrogenoformans	65403	GCA_900103005.1
Stenotrophomonas maltophilia	40324	GCA_002799165.1
Mesocricetibacter intestinalis	1521930	GCA_004363295.1
Methanoculleus marisnigri	2198	GCA_002503885.1
Flavobacterium xanthum	69322	GCA_900142695.1
Methylarcula marina	72022	GCA_003007735.2
Desulfomicrobium baculatum	899	GCA_000023225.1
Gracilibacillus halotolerans	74386	GCA_014206945.1
Entomoplasma freundtii	74700	GCA_002804205.1
Nitrosomonas europaea	915	GCA_900167395.1
Legionella taurinensis	70611	GCA_900452865.1
Tessaracoccus bendigoensis	72764	GCA_900141915.1
Sulfurospirillum barnesii	44674	GCA_000265295.1
Shewanella oneidensis	70863	GCA_000146165.2
Lewinella cohaerens	70995	GCA_000379805.1
Herpetosiphon geysericola	70996	GCA_001306135.1
Lewinella persica	70998	GCA_000373105.1
Waddlia chondrophila	71667	GCA_000092785.1
Peptostreptococcus sp. D1	72304	GCA_900112955.1
Helicobacter pullorum	35818	GCA_008801855.1
Lactobacillus selangorensis	81857	GCA_001437205.1
Kitasatospora cheerisanensis	81942	GCA_000696185.1
Idiomarina zobellii	86103	GCA_900100855.1
Mannheimia granulomatis	85402	GCA_013377255.1
Desulfotomaculum putei	74701	GCA_900129195.1
Helicobacter bilis	37372	GCA_900198365.1
Methanocaldococcus fervens	83171	GCA_000023985.1
Mucispirillum schaedleri	248039	GCA_000487995.1
Campylobacter hominis	76517	GCA_000017585.1
Cellulomonas persica	76861	GCA_007989825.1
Cellulomonas iranensis	76862	GCA_001552375.1
[Bacillus] selenitireducens	85683	GCA_000093085.1
Aminobacterium colombiense	81468	GCA_000025885.1
Candidatus Odyssella thessalonicensis	84647	GCA_000190415.2
Thermanaerovibrio acidaminovorans	81462	GCA_000024905.1
Helicobacter mesocricetorum	87012	GCA_900198605.1
Aminobacterium mobile	81467	GCA_000526395.1
Eubacterium aggregans	81409	GCA_900107815.1
Desulfosporosinus meridiei	79209	GCA_000231385.3
Acidovorax konjaci	32040	GCA_014204315.1
Hydrogenophaga taeniospiralis	65656	GCA_001592305.1
Chitinophaga pinensis	79329	GCA_902167325.1
Blastochloris viridis	1079	GCA_001402875.1
Rhodoferax antarcticus	81479	GCA_001938565.1
Oscillochloris trichoides	104176	GCA_000152145.1
Methanocorpusculum labreanum	83984	GCA_000015765.1
Methanofollis tationis	81417	GCA_013377755.1
Campylobacter hyointestinalis subsp. lawsonii	91353	GCA_013372165.1
Campylobacter hyointestinalis subsp. hyointestinalis	91352	GCA_013372145.1
Helicobacter bizzozeronii	56877	GCA_000263275.1
Actinosynnema pretiosum subsp. pretiosum	103721	GCA_002354875.1
Kutzneria kofuensis	103725	GCA_014203355.1
Lechevalieria flava	103732	GCA_014648475.1
Saccharothrix syringae	103733	GCA_009498035.1
Lentzea waywayandensis	84724	GCA_900115955.1
Prochlorococcus marinus str. MIT 9215	93060	GCA_000018065.1
Asticcacaulis excentricus	78587	GCA_003966695.1
Asticcacaulis biprosthecium	76891	GCA_000204015.1
Desulforhopalus singaporensis	91360	GCA_900104445.1
Mycoplasma hyorhinis	2100	GCA_000383515.1
Legionella gresilensis	91823	GCA_900639865.1
Legionella beliardensis	91822	GCA_900452395.1
Streptococcus orisratti	114652	GCA_000380105.1
Mycoplasma equirhinis	92402	GCA_006385185.1
Mycoplasma subdolum	92407	GCA_003688445.1
Thioalkalivibrio versutus	106634	GCA_001999325.1
Thiomicrospira aerophila	92245	GCA_000227665.3
Gluconacetobacter sacchari	92759	GCA_014174255.1
Caldicellulosiruptor saccharolyticus	44001	GCA_000016545.1
Pantoea endophytica	92488	GCA_002858935.1
Erwinia toletana	92490	GCA_000336255.1
Xenococcus sp. PCC 7305	102125	GCA_000332055.1
Shewanella frigidimarina	56812	GCA_003797125.1
Arthrobacter psychrolactophilus	92442	GCA_003219795.1
Shewanella sp. ANA-3	94122	GCA_000203935.1
Runella zeae	94255	GCA_000423565.1
Seinonella peptonophila	112248	GCA_900129355.1
Paracoccus marcusii	59779	GCA_006151785.1
Bordetella pertussis	520	GCA_000306945.1
Thioalkalivibrio paradoxus	108010	GCA_011390565.1
Saccharopolyspora flava	95161	GCA_900116135.1
Cupriavidus oxalaticus	96344	GCA_004768545.1
Rathayibacter festucae	110937	GCA_004011135.1
Actinomadura pelletieri	111805	GCA_003634705.1
Actinomadura umbrina	111806	GCA_003386555.1
Shewanella putrefaciens IR-1	110194	GCA_000615005.1
Desulfacinum hydrothermale	109258	GCA_900176285.1
Cryomorpha ignava	101383	GCA_010686655.1
Aequorivita sublithincola	101385	GCA_000265385.1
Pseudoalteromonas ulvae	107327	GCA_002156545.1
Marinomonas communis	28254	GCA_004363305.1
Alloprevotella tannerae	76122	GCA_000159995.1
Lentzea flaviverrucosa	200379	GCA_003350445.1
Veillonella criceti	103891	GCA_900460315.1
Persephonella marina EX-H1	123214	GCA_000021565.1
Streptosporangium subroseum	106412	GCA_900188345.1
Caldanaerobacter subterraneus subsp. subterraneus	111823	GCA_004345675.1
Eubacterium oxidoreducens	1732	GCA_900104415.1
Anaerobranca gottschalkii	108328	GCA_900111575.1
Achromobacter ruhlandii	72557	GCA_902859695.1
Bartonella vinsonii subsp. arupensis	110578	GCA_900638635.1
Mycoplasma columbinasale	114880	GCA_900660705.1
[Haemophilus] felis	123822	GCA_002015125.1
Frederiksenia canicola	123824	GCA_011455495.1
Pseudoalteromonas sp. A25	116092	GCA_009176705.1
Desulfomicrobium apsheronum	52560	GCA_900114115.1
Thauera chlorobenzoica	96773	GCA_001922305.1
Leuconostoc gelidum subsp. gasicomitatum	115778	GCA_000166715.2
Bacillus safensis	561879	GCA_000691165.1
Planococcus citreus	1373	GCA_003664125.1
