id,P-001,P-003,P-004,P-005,P-006,P-007,P-008,P-009,P-010,P-011,P-012,P-013,P-014,P-015,P-016,P-017,P-018,P-019,P-020,P-021,P-023,P-024,P-025,P-026,P-027,P-028,P-029,P-030,P-031,P-032,P-033,P-034,P-035,P-037,P-038,P-039,P-041,P-042,P-043,P-044,P-045,P-046,P-047,P-048,P-050,P-051,P-052,P-053,P-054,P-055,P-056,P-058,P-059,P-060,P-062,P-063,P-064,P-065,P-066,P-067,P-068,P-070,P-072,P-073,P-074,P-075,P-077,P-078,P-079,P-080,P-082,P-083,P-085,P-086,P-087,P-088,P-089,P-090,P-091,P-092,P-093,P-094,P-097,P-098,Taxonomy
ASV0026,20,36,147,60,3,642,149,111,99,24,35,151,185,81,182,18,40,145,429,44,1,1,138,20,0,23,0,265,218,108,11,318,33,23,8,127,6,15,0,82,138,207,0,102,1,82,1,151,23,0,164,192,20,205,234,53,130,0,0,290,333,199,589,2769,89,44,28,108,282,142,627,9,161,458,472,204,427,3,45,52,67,213,668,124,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;unknown;
ASV0028,19,170,77,323,540,716,67,14,56,110,71,299,26,84,87,23,484,59,1265,40,64,81,74,59,11,556,1,193,174,290,12,88,71,156,52,19,36,68,11,514,435,249,64,62,357,300,29,313,37,216,769,785,59,866,802,291,20,1,1,18,1360,210,140,2511,549,54,82,60,174,40,847,41,18,224,96,793,104,65,470,445,107,307,491,331,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;
ASV0029,18,8,6,18,6,30,3,0,0,4,2,4,7,12,10,4,1,12,45,9,0,2,4,0,2,20,0,4,6,2,21,14,0,0,2,7,0,0,3,3,16,34,0,12,7,9,5,10,11,9,10,7,8,12,18,6,1,0,0,5,15,19,36,75,12,10,3,15,13,0,31,0,12,80,21,21,14,17,35,2,0,22,18,24,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;Clostridium paraputrificum
ASV0043,409,235,224,193,294,242,259,93,102,103,92,83,138,126,138,233,250,225,259,197,169,326,179,252,138,174,1,186,109,208,392,154,260,113,214,235,145,225,72,309,170,240,167,346,262,301,143,160,297,255,204,195,239,273,213,198,93,0,2,154,287,199,165,1938,1446,214,190,286,245,106,292,196,309,369,277,350,296,306,258,187,141,366,330,297,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;
ASV0044,14,0,18,10,16,63,10,32,26,6,8,6,5,4,9,4,14,9,17,15,135,14,8,5,13,6,0,12,19,11,5,33,5,13,5,17,48,9,61,27,10,25,120,6,11,19,18,21,18,10,12,14,11,13,19,12,25,0,0,27,9,18,28,340,483,8,85,21,9,54,43,94,3,24,27,19,36,35,6,18,44,17,53,51,Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;Erysipelatoclostridium ramosum
ASV0045,251,24,580,85,693,786,47,232,61,639,8,468,149,506,614,75,18,356,473,110,1018,324,52,235,206,35,0,499,381,707,218,316,3,4,98,817,431,42,160,609,261,754,763,405,342,104,344,800,222,511,714,747,246,221,631,130,280,0,5,353,948,1581,1062,2195,4577,52,607,561,894,407,1493,1404,1015,206,1078,391,314,331,39,473,224,50,850,534,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
ASV0048,28,22,18,16,20,3,13,10,6,4,18,1,5,8,4,11,30,12,1,18,28,29,19,37,17,12,0,17,67,15,17,5,15,9,29,5,16,32,11,15,19,57,29,47,23,14,25,7,24,34,5,1,22,11,14,13,10,0,0,17,3,31,34,686,212,17,29,17,13,15,30,31,13,27,39,14,101,42,13,9,19,25,17,17,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium bifidum
ASV0050,14,29,0,2,5,46,2,160,61,2,5,0,22,2,142,67,3,9,150,114,40,51,6,7,206,3,0,37,29,0,10,83,65,5,0,0,26,0,205,0,150,45,31,16,12,7,532,0,100,12,10,0,17,5,132,8,267,0,0,696,0,4,128,548,367,50,313,62,245,22,80,44,0,424,55,147,97,213,0,0,13,4,38,14,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;
ASV0051,0,1,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Negativicoccus;Negativicoccus succinicivorans
ASV0056,2,122,95,118,0,111,64,1,0,102,35,25,26,72,15,115,27,0,57,95,0,2,31,14,0,40,1,35,40,57,6,107,95,26,26,79,0,15,0,136,20,114,0,34,1,72,0,70,0,0,22,14,0,18,35,48,0,0,0,0,39,327,88,102,0,175,2,117,28,0,351,0,89,57,22,75,19,1,62,57,0,104,33,147,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;Clostridium neonatale
ASV0060,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,33,0,1,3,0,2,0,5,0,2,0,0,1,2,0,0,0,16,12,0,0,14,0,4,2,2,0,0,0,0,1,3,2,0,0,0,0,6,0,0,2,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;
ASV0061,0,0,0,0,0,0,61,0,76,0,0,0,0,0,0,0,0,0,8,0,0,0,38,0,36,0,0,0,0,0,0,2,0,0,0,0,0,0,188,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1803,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,124,10,0,1,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
ASV0066,29,119,47,124,0,142,57,1,1,20,28,58,27,41,18,31,118,0,123,30,0,0,30,19,0,90,1,64,39,84,46,72,53,53,26,50,0,31,0,131,47,46,0,31,0,170,0,62,1,1,87,135,0,120,39,104,0,0,0,0,163,103,66,666,3,60,2,72,44,0,126,1,47,146,74,42,137,0,139,122,0,100,183,172,Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;
ASV0068,3,6,17,0,10,15,1,2,4,0,0,0,5,0,0,4,0,3,6,4,9,0,0,0,5,0,0,4,12,0,2,13,4,0,0,19,5,0,2,0,16,17,13,3,6,0,0,0,4,15,0,0,0,0,7,0,1,0,0,1,0,0,2,123,41,10,7,20,7,0,15,6,12,28,3,13,11,5,0,0,3,4,7,0,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;
ASV0069,101,65,100,50,0,141,106,74,49,17,18,55,79,62,71,77,54,147,161,97,142,75,118,79,0,42,0,108,101,55,90,106,66,37,65,77,41,52,0,93,100,107,97,47,0,95,19,98,106,0,98,105,86,175,94,61,60,0,2,108,163,146,159,1021,735,62,128,107,124,83,230,178,92,322,155,171,174,140,39,62,103,225,177,127,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;
ASV0079,55,32,12,18,51,20,17,39,39,14,12,7,5,4,6,56,29,63,18,74,130,44,15,57,27,10,0,11,12,4,42,24,50,11,42,13,65,73,37,26,6,20,99,10,33,68,21,16,74,56,4,9,59,15,13,39,29,0,0,25,14,32,21,174,778,37,89,65,16,53,52,90,6,23,12,23,27,80,5,31,65,21,31,80,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;
ASV0080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus radiodurans
ASV0084,51,39,46,31,1,84,69,51,38,12,14,32,46,34,51,47,33,84,90,72,83,38,63,64,0,18,0,62,62,34,51,73,40,22,31,46,38,31,0,41,49,62,55,25,0,58,18,70,69,0,77,62,52,91,57,34,30,0,0,78,112,67,95,550,455,40,91,57,72,57,143,100,57,187,109,93,101,83,23,44,48,132,87,69,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;
ASV0090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans
ASV0097,0,2,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,6,0,1,5,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;unknown;
ASV0099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;
ASV0103,0,0,0,47,0,9,0,0,0,35,0,0,108,2,0,0,0,23,12,0,0,30,0,1,0,36,0,0,29,14,0,311,0,0,0,0,0,0,0,10,32,0,0,0,0,8,0,1,0,0,0,0,21,0,0,14,0,0,0,0,0,15,0,36,0,1,0,0,139,0,0,0,0,0,0,0,7,0,39,5,0,0,24,45,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;
ASV0107,32,49,19,21,39,51,18,11,20,5,18,11,17,17,11,20,52,55,40,37,38,76,18,104,26,19,0,26,14,13,29,31,24,32,69,31,50,102,12,49,14,22,63,18,40,52,37,23,76,57,25,21,30,25,24,29,33,0,0,26,30,32,36,222,335,38,50,78,36,38,37,53,38,55,90,43,82,57,34,36,38,58,101,59,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Eggerthella;Eggerthella lenta
ASV0117,0,0,5,0,0,0,3,0,73,2,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,19,0,0,5,0,0,0,0,2,0,0,12,0,0,0,0,25,0,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;
ASV0119,16,10,5,11,3,17,10,3,4,4,0,0,5,4,3,4,9,13,9,8,8,22,10,12,0,5,0,7,8,3,11,9,6,9,8,5,4,15,3,6,11,9,0,10,0,7,0,7,10,17,0,4,8,7,6,0,0,0,0,6,5,0,18,118,46,7,0,9,10,4,21,4,5,18,15,10,11,14,13,4,5,5,13,7,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus] gnavus group;
ASV0122,20,15,4,13,0,12,0,5,11,5,2,3,0,3,5,12,12,11,9,7,0,22,3,17,3,3,0,5,9,7,13,0,4,7,16,4,6,14,5,12,6,14,0,6,2,5,0,3,7,8,4,0,12,0,11,7,0,0,0,9,5,8,14,114,41,11,4,11,11,5,11,2,10,18,16,18,13,8,9,4,7,12,8,22,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus] gnavus group;
ASV0123,0,0,0,0,0,3,2,0,0,5,1,8,2,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,2,5,1,1,0,0,0,0,0,0,7,19,0,25,0,6,0,14,0,0,10,8,0,6,0,0,0,0,0,0,14,8,8,74,0,0,0,0,4,0,9,0,0,7,8,20,7,0,0,1,0,0,2,3,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;
ASV0128,3,0,0,0,0,5,0,113,12,0,0,0,0,0,9,1,0,0,8,6,130,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,67,0,55,0,0,0,98,0,0,0,80,0,305,0,0,0,2,0,0,0,82,0,0,92,0,0,3,0,626,3,88,0,33,124,0,107,0,30,1,0,0,474,0,0,86,0,8,0,Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium fragae
ASV0133,0,0,0,9,0,1,0,0,0,0,3,3,1,5,0,0,20,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,18,0,0,0,0,0,3,0,0,0,0,2,34,0,2,0,0,6,20,0,22,0,11,0,0,0,0,17,5,5,9,0,0,0,0,1,0,9,0,0,5,6,0,4,0,5,5,0,0,2,8,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acidifaciens
ASV0138,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,87,0,79,3,1,0,0,0,1,0,0,0,0,0,0,0,1,13,5,0,0,0,0,2,0,1,0,0,0,0,0,156,0,0,0,0,1,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;
ASV0139,30,12,17,6,0,21,23,13,11,7,5,13,16,5,13,12,20,29,33,19,28,20,21,21,0,7,0,19,22,11,14,28,16,8,13,17,11,10,0,16,12,25,19,10,2,27,4,18,23,0,15,14,16,27,21,11,7,0,0,31,29,33,23,196,158,8,23,15,27,17,46,42,22,58,29,33,36,28,6,16,15,34,33,20,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;
ASV0142,8,2,14,8,5,33,8,19,15,7,19,15,31,10,18,0,44,24,16,6,24,25,0,16,14,6,0,26,34,5,0,45,9,27,9,8,54,5,12,28,33,63,22,72,0,6,5,15,9,16,25,18,30,33,27,7,29,0,0,28,39,28,53,612,286,6,33,5,40,33,67,2,40,41,73,36,69,25,9,11,32,13,51,24,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus] gnavus group;
ASV0145,22,9,16,11,0,26,29,16,8,5,3,9,13,18,15,8,9,38,31,26,22,12,23,13,0,6,0,24,24,7,14,28,6,7,12,9,13,17,0,15,19,15,16,9,0,26,4,18,16,0,16,18,17,37,19,12,8,0,0,20,22,28,33,184,149,11,20,17,34,16,51,38,15,60,37,33,30,22,3,17,19,38,26,19,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;
ASV0146,29,24,20,35,23,24,9,12,22,9,6,4,11,9,7,11,30,24,25,23,31,36,11,37,19,20,0,15,19,11,24,19,20,18,18,8,17,22,16,37,15,17,44,7,27,42,26,22,54,21,9,17,35,15,16,28,11,0,0,11,15,18,27,263,337,18,32,23,13,10,37,24,6,36,26,32,32,56,34,18,16,19,27,35,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Libanicoccus;
ASV0158,0,0,0,3,0,0,1,52,164,0,21,0,1,0,1,0,0,0,0,3,0,0,2,0,43,4,0,0,0,0,0,5,0,0,0,0,0,0,360,0,3,34,0,0,1,0,0,0,0,1,0,1,0,0,4,0,83,0,4,116,0,0,0,0,4189,3,8,4,78,43,2,1,0,2,0,349,0,0,0,0,453,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
ASV0160,2,1,2,0,3,1,0,0,0,0,0,0,1,0,0,1,1,4,1,0,0,3,0,1,0,0,0,0,3,0,1,0,2,0,2,0,1,2,2,0,3,2,0,0,0,0,0,0,7,3,0,0,1,0,0,0,4,0,0,2,0,1,0,24,18,1,4,1,1,0,0,2,0,2,2,4,0,11,0,0,0,0,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;
ASV0162,7,21,13,21,0,31,8,0,0,6,6,8,4,0,0,4,27,0,21,0,0,0,0,5,0,17,0,15,8,22,7,13,21,13,0,13,0,9,0,34,8,6,0,6,0,38,0,15,0,0,18,31,0,22,12,22,0,0,0,0,38,12,16,119,0,13,0,13,12,0,27,0,5,37,11,8,36,0,31,23,0,15,36,34,Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;
ASV0180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;
ASV0190,0,0,0,0,150,1,429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,124,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,440,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;
ASV0195,0,0,0,0,0,0,105,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,48,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
ASV0196,30,6,0,0,9,0,2,5,4,0,0,0,0,0,0,4,0,3,0,6,7,7,2,9,0,1,0,0,0,0,44,0,2,0,8,0,15,9,6,0,0,0,1,2,6,0,9,0,29,0,2,0,7,3,0,1,13,0,0,11,0,4,1,51,47,11,27,6,0,17,1,11,0,0,0,0,0,19,0,0,3,2,0,1,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;unknown;
ASV0210,0,17,18,0,14,0,23,0,7,0,0,0,15,10,8,0,18,10,0,0,0,0,11,0,0,0,0,10,0,14,19,0,0,13,9,17,0,23,0,24,6,0,0,16,12,0,0,0,0,0,0,0,13,14,0,9,0,0,0,0,12,0,11,100,0,17,0,11,0,0,0,0,21,0,0,15,13,10,18,0,0,19,16,14,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;
ASV0211,0,0,0,0,0,0,10,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,2,0,0,0,3,0,1,8,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,6,4,3,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,18,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;
ASV0213,0,12,15,11,0,13,6,0,0,8,9,0,2,9,5,14,5,0,5,8,0,0,0,0,0,0,0,2,0,0,0,10,13,4,5,4,0,3,0,12,5,12,0,6,0,9,0,8,0,0,0,3,0,0,5,0,0,0,0,0,3,41,11,13,0,16,0,9,4,0,48,0,10,2,6,8,4,0,6,4,0,17,6,16,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;
ASV0215,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,Bacteria;Bacteroidota;Cytophagia;Cytophagales;Fulvivirgaceae;Fulvivirga;Fulvivirga lutimaris
ASV0221,37,3,26,48,68,24,4,66,20,2,3,0,5,1,0,13,12,22,12,65,252,49,6,35,13,26,0,10,65,0,28,20,3,5,25,5,329,9,55,12,5,18,333,10,84,1,80,0,34,121,0,0,41,0,5,0,47,0,4,37,2,3,11,261,1730,9,108,14,4,208,40,233,8,5,4,4,4,206,46,8,108,5,12,5,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;Clostridium butyricum
ASV0229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
