id,P-001,P-003,P-004,P-005,P-006,P-007,P-008,P-009,P-010,P-011,P-012,P-013,P-014,P-015,P-016,P-017,P-088,P-089,P-090,P-091,P-092,P-093,P-094,P-097,P-098,Taxonomy
ASV0180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;
ASV0190,0,0,0,0,150,1,429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;
ASV0195,0,0,0,0,0,0,105,0,39,0,0,0,0,0,0,0,0,0,0,0,0,193,48,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
ASV0196,30,6,0,0,9,0,2,5,4,0,0,0,0,0,0,4,0,0,19,0,0,3,2,0,1,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;unknown;
ASV0210,0,17,18,0,14,0,23,0,7,0,0,0,15,10,8,0,15,13,10,18,0,0,19,16,14,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;
ASV0211,0,0,0,0,0,0,10,0,2,0,0,5,0,0,0,0,0,0,0,0,0,1,18,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;
ASV0213,0,12,15,11,0,13,6,0,0,8,9,0,2,9,5,14,8,4,0,6,4,0,17,6,16,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;
ASV0215,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;
ASV0221,37,3,26,48,68,24,4,66,20,2,3,0,5,1,0,13,4,4,206,46,8,108,5,12,5,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;Clostridium butyricum
ASV0229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
ASV0244,9,10,11,0,11,0,11,0,0,0,0,0,0,0,0,0,18,0,13,12,0,0,0,16,18,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;
ASV0245,0,9,0,2,0,5,2,44,9,0,2,0,7,0,38,25,37,13,0,0,0,6,0,5,6,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;
ASV0251,0,0,0,2,0,1,1,0,0,1,7,0,0,0,0,4,0,3,0,3,0,0,3,1,0,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;Veillonella parvula
ASV0252,15,5,15,0,6,8,19,23,0,0,6,0,2,6,6,10,0,6,63,11,0,27,7,9,11,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;
ASV0308,0,0,6,1,15,0,2,1,0,0,0,4,0,0,2,0,0,3,2,0,0,2,2,1,1,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;unknown;
ASV0358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,0,0,0,3,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;
ASV0364,28,0,0,0,8,6,0,1,0,0,7,0,0,2,0,3,0,0,42,1,1,4,0,5,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;
ASV0381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia
ASV0394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;unknown;
ASV0397,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
ASV0445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;Clostridium butyricum
ASV0462,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella vaginalis
ASV0515,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,4,0,0,29,0,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;
ASV0547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus avium
ASV0655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
ASV0926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor;
ASV0957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;unknown;
ASV1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;
ASV1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;unknown;unknown;unknown;unknown;unknown;
ASV1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
ASV1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
